Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,10,9,52.6%,24-22,52.2%,214-213,50.1%,1-2,33.3%,19,72.2%,27.9%,6.8%,7.3%,60.4%,69.1%,46.3%,60.0%,41.4%,50.3%,1.04
Semi-finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,28.6%,12.5%,4.2%,8.3%,52.1%,56.0%,34.8%,45.8%,32.7%,39.2%,0.60
Quarter-finals,3,1,2,33.3%,3-4,42.9%,28-32,46.7%,0-0,-,3,58.1%,31.3%,3.9%,10.6%,61.5%,61.8%,40.6%,53.6%,41.8%,47.1%,0.90
vs Righties,13,6,7,46.2%,15-15,50.0%,137-139,49.6%,0-2,0.0%,13,71.2%,27.5%,6.0%,6.6%,59.9%,68.1%,46.8%,59.6%,41.2%,50.1%,1.02
vs Lefties,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,2.0%,11.8%,54.9%,67.9%,26.1%,49.0%,32.1%,40.4%,0.63
