Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 ITF Petange R32,L vs Noha Akugue,21.6%,29.4%,41.2%,31.0%,44.8%,50.0%,64.3%,26.7%,0.0%,12.5%,12.5%,28.6%,100.0%,0.0%,0.0%,-14
2024 Miami R32,L vs Gauff,20.7%,24.1%,40.5%,27.8%,33.3%,46.2%,57.9%,23.5%,75.0%,15.4%,15.4%,27.3%,75.0%,0.0%,0.0%,-14
2024 Australian Open R16,L vs Zheng,29.7%,32.4%,21.7%,31.8%,36.4%,26.7%,41.7%,40.0%,50.0%,33.3%,33.3%,12.5%,66.7%,0.0%,0.0%,137
2024 Australian Open R32,W vs Burel,23.6%,36.4%,51.2%,35.7%,50.0%,50.0%,25.0%,50.0%,100.0%,11.5%,23.1%,52.2%,100.0%,8.3%,0.0%,-59
2023 Roland Garros R64,L vs Jabeur,19.0%,29.3%,38.1%,20.0%,34.3%,46.4%,66.7%,30.0%,57.1%,22.2%,27.8%,21.4%,55.6%,0.0%,0.0%,81
2023 Roland Garros R128,W vs Janicijevic,23.1%,30.8%,52.3%,29.3%,41.5%,58.6%,66.7%,43.5%,0.0%,16.7%,16.7%,40.0%,87.5%,10.0%,0.0%,25
2020 US Open R128,L vs Sabalenka,28.4%,40.7%,52.1%,36.6%,53.7%,61.5%,52.9%,33.3%,80.0%,26.7%,36.7%,40.9%,69.2%,5.9%,0.0%,111
2019 Roland Garros Q1,L vs Kiick,12.2%,26.5%,44.4%,20.0%,40.0%,35.0%,35.7%,63.6%,50.0%,5.9%,17.6%,56.3%,71.4%,20.0%,33.3%,-71
2018 Miami R64,L vs Halep,14.3%,23.2%,50.0%,25.0%,39.6%,55.6%,27.3%,34.6%,75.0%,8.3%,14.6%,45.5%,56.5%,0.0%,0.0%,-47
2017 US Open R64,L vs Williams,26.0%,32.5%,41.2%,37.1%,45.7%,54.5%,50.0%,29.4%,20.0%,19.4%,25.0%,31.0%,50.0%,5.0%,0.0%,68
2017 Washington SF,L vs Makarova,28.1%,36.5%,48.4%,35.3%,49.0%,60.6%,42.3%,20.0%,16.7%,23.7%,26.3%,34.5%,61.1%,5.0%,0.0%,84
2017 Wimbledon R128,L vs Safarova,26.2%,33.3%,30.8%,25.0%,31.3%,25.0%,62.5%,12.5%,0.0%,33.3%,42.9%,35.7%,50.0%,9.1%,0.0%,128
2017 Roland Garros R64,L vs Kuznetsova,15.5%,23.6%,42.9%,21.9%,28.1%,40.0%,36.7%,26.5%,33.3%,10.0%,26.7%,48.1%,58.3%,5.6%,0.0%,-36
2017 Madrid R32,W vs Cibulkova,43.9%,54.4%,35.7%,44.7%,60.5%,42.9%,40.0%,21.7%,0.0%,53.3%,53.3%,14.3%,30.0%,20.0%,0.0%,150
2016 ITF Poitiers F,W vs Davis,32.1%,37.7%,56.3%,44.1%,52.9%,57.9%,44.4%,43.8%,-,13.3%,13.3%,53.8%,57.1%,25.0%,100.0%,2
2016 Linz QF,L vs Keys,38.0%,46.0%,42.3%,50.0%,61.5%,46.2%,15.4%,38.5%,-,31.6%,36.8%,38.5%,33.3%,40.0%,-,147
2015 US Open R64,L vs Duque Marino,27.3%,38.4%,43.1%,33.3%,50.0%,47.2%,46.4%,15.4%,16.7%,29.0%,35.5%,36.4%,58.3%,5.3%,0.0%,111
2015 s Hertogenbosch R32,L vs Krajicek,36.4%,43.6%,53.3%,44.1%,47.1%,42.1%,55.6%,12.5%,-,31.3%,50.0%,72.7%,25.0%,16.7%,-,155
2015 ITF Altenkirchen QF,W vs Vrljic,18.6%,24.3%,46.0%,34.3%,40.0%,47.8%,31.6%,6.3%,0.0%,3.6%,10.7%,44.4%,15.4%,0.0%,0.0%,-86
Last 52 Weeks (1 matches),,21.6%,29.4%,41.2%,31.0%,44.8%,50.0%,64.3%,26.7%,0.0%,12.5%,12.5%,28.6%,100.0%,0.0%,0.0%,-14
Career (19 matches),,24.6%,33.2%,44.8%,32.7%,44.1%,48.3%,45.2%,29.4%,35.9%,19.7%,26.4%,40.4%,58.8%,7.8%,4.8%,56
