Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 W75 Petange R32,L vs Noha Akugue,50% (4/8),100% (1/1),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2024 US Open R128,L vs Kalinina,67% (6/9),22% (2/9),1/1,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Snigur,60% (3/5),33% (1/3),0/0,0/0,17% (1/6),1/3,0/1,- (0/0),- (0/0)
2024 Miami R32,L vs Gauff,27% (3/11),33% (1/3),0/0,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2024 Australian Open R16,L vs Zheng,100% (2/2),50% (1/2),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2024 Australian Open R32,W vs Burel,44% (7/16),45% (5/11),2/3,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2023 Roland Garros R64,L vs Jabeur,50% (3/6),67% (2/3),0/0,0/0,58% (7/12),3/5,2/3,- (0/0),- (0/0)
2023 Roland Garros R128,W vs Janicijevic,50% (7/14),33% (5/15),2/3,1/1,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2022 US Open R128,L vs Fernandez,83% (5/6),100% (2/2),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Ostapenko,63% (5/8),60% (3/5),0/0,0/0,38% (3/8),4/6,1/2,- (0/0),- (0/0)
2021 Roland Garros R128,L vs Keys,50% (6/12),57% (4/7),1/2,0/0,54% (7/13),0/2,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Kvitova,64% (7/11),100% (1/1),0/0,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2020 US Open R128,L vs Sabalenka,53% (9/17),50% (1/2),0/0,0/0,71% (5/7),4/6,0/1,0% (0/4),25% (1/4)
2019 W25 Koksijde F,L vs Hogenkamp,47% (8/17),50% (3/6),1/1,0/0,57% (8/14),0/2,0/1,- (0/0),- (0/0)
2019 W25 Koksijde R16,W vs Lamens,47% (7/15),57% (8/14),2/2,1/1,22% (2/9),0/1,0/0,100% (4/4),75% (3/4)
2019 W25 Woking QF,W vs Heisen,83% (10/12),36% (4/11),2/2,1/1,75% (9/12),1/1,0/0,67% (4/6),60% (3/5)
2019 W25 Corroios Seixal SF,W vs Payola,71% (5/7),64% (7/11),2/2,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Figueira Da Foz R16,W vs Pigossi,58% (7/12),91% (10/11),2/2,1/1,47% (7/15),2/3,0/0,- (0/0),- (0/0)
2019 W25 Figueira Da Foz R32,W vs Fonte,83% (5/6),88% (7/8),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W60 Brescia R16,L vs Chirico,60% (6/10),100% (1/1),0/0,0/0,50% (3/6),2/4,0/1,- (0/0),- (0/0)
2025 (1 matches),,50.0%,100.0%,-,-,33.3%,0.0%,0.0%,-,-
2024 (5 matches),,48.8%,35.7%,75.0%,50.0%,33.3%,27.3%,20.0%,-,-
2023 (2 matches),,50.0%,38.9%,66.7%,100.0%,55.6%,50.0%,66.7%,-,-
2022 (2 matches),,71.4%,71.4%,-,-,43.8%,50.0%,33.3%,-,-
2021 (1 matches),,50.0%,57.1%,50.0%,-,53.8%,0.0%,0.0%,-,-
Career (164 matches),,56.9%,48.5%,57.0%,61.0%,53.5%,48.6%,44.4%,58.9%,45.8%
