Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,79,33,46,41.8%,82-103,44.3%,835-923,47.5%,8-13,38.1%,76,66.8%,29.0%,7.0%,9.2%,53.1%,70.8%,40.3%,56.5%,40.8%,48.7%,0.94
Clay,42,15,27,35.7%,39-55,41.5%,395-469,45.7%,2-6,25.0%,42,58.4%,31.9%,5.1%,10.6%,54.6%,66.0%,38.2%,53.4%,42.8%,48.1%,0.92
Grass,9,1,8,11.1%,2-16,11.1%,77-112,40.7%,1-3,25.0%,9,72.6%,12.9%,6.2%,8.5%,58.9%,68.1%,47.4%,59.6%,33.0%,46.1%,0.82
Grand Slams,31,9,22,29.0%,27-48,36.0%,314-393,44.4%,3-5,37.5%,30,61.8%,27.2%,5.1%,10.1%,52.3%,67.7%,39.3%,54.2%,40.0%,47.1%,0.87
Premiers,17,4,13,23.5%,12-25,32.4%,150-193,43.7%,2-2,50.0%,17,60.8%,25.4%,6.3%,8.5%,51.6%,66.6%,39.6%,53.5%,39.4%,46.8%,0.85
Internationals,66,30,36,45.5%,71-81,46.7%,709-748,48.7%,5-13,27.8%,64,67.4%,30.9%,7.4%,9.4%,55.4%,70.6%,40.9%,57.4%,42.0%,49.6%,0.98
Finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,60.0%,66.7%,10.8%,4.1%,56.8%,69.0%,34.4%,54.1%,57.9%,55.7%,1.26
Semi-finals,4,1,3,25.0%,4-6,40.0%,48-53,47.5%,1-2,33.3%,4,63.3%,32.0%,9.2%,10.1%,54.2%,69.1%,37.2%,54.5%,40.1%,47.8%,0.88
Quarter-finals,9,4,5,44.4%,11-11,50.0%,104-109,48.8%,3-1,75.0%,9,68.2%,28.7%,7.6%,10.1%,52.3%,72.8%,41.4%,57.9%,41.0%,49.6%,0.97
vs Righties,114,42,72,36.8%,105-153,40.7%,1135-1316,46.3%,11-20,35.5%,111,64.0%,28.7%,6.3%,9.8%,53.6%,68.9%,39.8%,55.4%,41.0%,48.2%,0.92
vs Lefties,13,5,8,38.5%,13-18,41.9%,137-157,46.6%,0-2,0.0%,13,68.8%,27.3%,7.1%,8.0%,56.4%,70.2%,41.9%,57.8%,39.3%,48.4%,0.93
vs Top 10,8,1,7,12.5%,5-14,26.3%,76-107,41.5%,1-1,50.0%,8,55.6%,23.8%,6.3%,10.9%,52.5%,66.1%,37.5%,52.5%,39.3%,46.4%,0.83
