Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,5,4,55.6%,12-9,57.1%,96-92,51.1%,0-0,-,9,70.2%,31.9%,7.3%,6.3%,60.5%,71.0%,47.5%,61.7%,42.8%,51.6%,1.12,SF (W50 Manchester)
2025,10,5,5,50.0%,12-13,48.0%,118-121,49.4%,1-2,33.3%,10,73.7%,24.8%,6.5%,8.0%,60.4%,67.7%,45.4%,58.9%,40.4%,49.3%,0.98,QF (2x)
2024,38,24,14,63.2%,52-35,59.8%,434-374,53.7%,5-3,62.5%,12,70.8%,23.1%,6.9%,9.3%,55.5%,72.6%,39.7%,58.0%,38.2%,48.3%,0.91,F (W75 Petange)
2023,75,56,19,74.7%,117-54,68.4%,935-670,58.3%,10-13,43.5%,6,67.6%,20.3%,8.0%,8.7%,54.8%,70.3%,41.6%,57.3%,38.7%,47.3%,0.91,W (5x)
2022,32,18,14,56.3%,40-31,56.3%,359-322,52.7%,2-9,18.2%,13,63.8%,37.5%,4.8%,8.4%,57.9%,65.1%,42.7%,55.7%,44.6%,50.0%,1.01,SF (3x)
2021,39,24,15,61.5%,52-32,61.9%,434-373,53.8%,5-4,55.6%,5,59.7%,32.8%,3.4%,12.3%,55.7%,64.3%,42.3%,54.6%,42.9%,48.9%,0.94,W (W25 Petange)
2020,19,15,4,78.9%,30-16,65.2%,241-180,57.2%,3-3,50.0%,0,,,,,,,,,,,,W (2x)
2019,60,43,17,71.7%,93-44,67.9%,735-543,57.5%,11-7,61.1%,0,,,,,,,,,,,,W (W25 Cherbourg en Cotentin)
2018,4,1,3,25.0%,3-4,42.9%,24-35,40.7%,0-0,-,0,,,,,,,,,,,,R16 (Cagnes Sur Mer $100K)
2017,6,3,3,50.0%,7-6,53.8%,68-66,50.7%,1-1,50.0%,0,,,,,,,,,,,,SF (Surbiton $100K)
2016,51,40,11,78.4%,80-30,72.7%,588-435,57.5%,5-2,71.4%,2,69.6%,25.0%,8.7%,4.3%,59.0%,70.5%,42.4%,59.0%,41.4%,50.5%,1.01,W (2x)
2015,35,20,15,57.1%,43-36,54.4%,391-366,51.7%,5-3,62.5%,0,,,,,,,,,,,,W (Shrewsbury $25K)
2014,49,38,11,77.6%,82-28,74.5%,594-381,60.9%,1-1,50.0%,4,-,-,8.7%,5.4%,57.0%,70.0%,53.1%,62.8%,43.8%,53.7%,1.18,W (4x)
2013,17,11,6,64.7%,26-12,68.4%,209-164,56.0%,5-1,83.3%,0,,,,,,,,,,,,W (Les Franqueses Del Valles 10K)
2012,11,6,5,54.5%,12-12,50.0%,102-108,48.6%,1-0,100.0%,0,,,,,,,,,,,,SF (Bron 10K)
2011,4,1,3,25.0%,3-6,33.3%,34-45,43.0%,0-0,-,0,,,,,,,,,,,,R16 (Valladolid 10K)
Career,459,310,149,67.5%,664-368,64.3%,5362-4275,55.6%,55-49,52.9%,61,68.2%,28.7%,6.4%,8.3%,57.7%,68.6%,43.7%,58.1%,41.5%,49.7%,0.99,
