Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,2.2%,11.1%,55.6%,72.0%,35.0%,55.6%,26.4%,39.8%,0.59,R32 (Ostrava)
2024,11,5,6,45.5%,11-12,47.8%,93-113,45.1%,1-1,50.0%,11,63.2%,26.7%,4.7%,10.3%,54.8%,68.4%,40.3%,55.7%,40.2%,47.9%,0.91,R16 (Australian Open)
2023,3,1,2,33.3%,3-5,37.5%,28-35,44.4%,0-0,-,3,56.7%,33.3%,4.3%,9.1%,57.9%,64.5%,37.5%,53.1%,43.8%,48.4%,0.93,R32 (Strasbourg)
2022,22,5,17,22.7%,15-34,30.6%,197-247,44.4%,0-2,0.0%,22,58.9%,30.4%,5.6%,8.8%,54.3%,67.6%,36.3%,53.3%,41.7%,47.5%,0.89,SF (Strasbourg)
2021,18,7,11,38.9%,18-24,42.9%,200-221,47.5%,4-7,36.4%,18,62.8%,32.5%,6.0%,12.4%,52.6%,68.0%,39.1%,54.3%,43.0%,48.7%,0.94,SF (Palermo)
2020,13,6,7,46.2%,15-15,50.0%,140-150,48.3%,2-2,50.0%,13,72.6%,23.8%,8.7%,8.2%,54.7%,72.1%,42.7%,58.8%,37.5%,48.5%,0.91,QF (3x)
2019,2,1,1,50.0%,2-2,50.0%,19-18,51.4%,0-0,-,2,77.8%,26.3%,8.8%,5.3%,54.0%,75.4%,46.2%,61.9%,39.3%,50.7%,1.03,R16 (Limoges)
2018,8,1,7,12.5%,3-15,16.7%,69-104,39.9%,0-2,0.0%,8,59.5%,21.8%,4.2%,11.8%,49.1%,67.7%,39.0%,53.1%,37.9%,45.5%,0.81,R32 (4x)
2017,30,14,16,46.7%,32-35,47.8%,313-326,49.0%,3-4,42.9%,29,65.3%,32.8%,5.9%,9.6%,53.2%,68.7%,41.3%,55.9%,42.2%,49.1%,0.96,SF (Washington)
2016,14,7,7,50.0%,17-16,51.5%,145-158,47.9%,0-2,0.0%,14,69.9%,26.4%,9.7%,6.0%,56.4%,71.4%,41.1%,58.2%,41.0%,49.5%,0.98,W (Quebec City)
2015,8,2,6,25.0%,7-14,33.3%,98-120,45.0%,1-2,33.3%,6,64.7%,28.9%,5.9%,11.6%,55.8%,69.7%,42.7%,57.8%,38.9%,48.5%,0.92,R32 (3x)
Career,130,49,81,37.7%,123-174,41.4%,1307-1504,46.5%,11-22,33.3%,127,64.6%,28.9%,6.4%,9.6%,53.9%,69.1%,40.0%,55.7%,40.9%,48.4%,0.92,
