Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 W75 Petange R32,L vs Noha Akugue,7,18,0.4,7.0%,18.0%,6,12,0.5,7.1%,14.3%,6.0%,1.2%,1.1,16.0%,14.0%
2024 US Open R128,L vs Kalinina,24,30,0.8,17.6%,22.1%,19,20,1.0,17.4%,18.3%,11.9%,5.5%,1.5,21.3%,14.0%
2024 Wimbledon R128,L vs Snigur,10,16,0.6,10.1%,16.2%,7,11,0.6,8.4%,13.3%,2.4%,4.8%,1.9,29.3%,15.2%
2024 Miami R32,L vs Gauff,13,32,0.4,12.7%,31.4%,11,23,0.5,13.4%,28.0%,3.7%,8.5%,1.8,20.6%,11.8%
2024 Australian Open R16,L vs Zheng,5,18,0.3,5.7%,20.7%,4,15,0.3,5.3%,20.0%,2.7%,2.7%,1.3,21.8%,17.2%
2024 Australian Open R32,W vs Burel,24,21,1.1,20.7%,18.1%,20,20,1.0,20.2%,20.2%,13.1%,7.1%,1.7,16.4%,9.5%
2023 Roland Garros R64,L vs Jabeur,14,19,0.7,12.1%,16.4%,13,14,0.9,13.4%,14.4%,10.3%,3.1%,1.8,24.1%,13.8%
2023 Roland Garros R128,W vs Janicijevic,37,30,1.2,24.2%,19.6%,35,24,1.5,25.2%,17.3%,10.8%,13.7%,1.4,13.7%,9.8%
2022 US Open R128,L vs Fernandez,25,24,1.0,22.3%,21.4%,20,17,1.2,22.7%,19.3%,5.7%,8.0%,2.9,23.2%,8.0%
2022 Wimbledon R128,L vs Ostapenko,10,14,0.7,8.3%,11.7%,9,11,0.8,8.9%,10.9%,5.0%,4.0%,1.2,24.2%,20.8%
2021 Roland Garros R128,L vs Keys,12,30,0.4,7.6%,19.1%,12,30,0.4,8.8%,22.1%,,,1.1,12.7%,11.5%
2020 Roland Garros R128,L vs Kvitova,10,17,0.6,8.1%,13.8%,10,17,0.6,9.4%,16.0%,,,1.7,17.9%,10.6%
2020 US Open R128,L vs Sabalenka,19,28,0.7,13.5%,19.9%,15,18,0.8,13.5%,16.2%,9.0%,4.5%,1.6,18.4%,11.3%
2018 Miami R64,L vs Halep,35,56,0.6,18.8%,30.1%,30,40,0.8,19.4%,25.8%,10.3%,7.1%,0.7,10.8%,14.5%
2017 US Open R64,L vs Williams,20,27,0.7,15.0%,20.3%,16,21,0.8,13.9%,18.3%,7.8%,5.2%,2.3,24.1%,10.5%
2017 US Open R128,W vs Parmentier,29,37,0.8,14.3%,18.2%,28,26,1.1,15.8%,14.7%,9.6%,5.1%,0.8,13.3%,16.7%
2017 Washington SF,L vs Makarova,28,42,0.7,15.8%,23.7%,20,35,0.6,13.1%,22.9%,4.6%,6.5%,1.1,17.5%,16.4%
2017 Wimbledon R128,L vs Safarova,10,14,0.7,11.5%,16.1%,9,9,1.0,12.7%,12.7%,5.6%,7.0%,4.4,25.3%,5.7%
2017 Roland Garros R64,L vs Kuznetsova,52,56,0.9,23.3%,25.1%,49,44,1.1,24.4%,21.9%,10.4%,13.9%,1.6,12.1%,7.6%
2017 Roland Garros R128,W vs Giorgi,20,20,1.0,18.2%,18.2%,11,13,0.8,12.8%,15.1%,4.7%,7.0%,0.5,11.8%,24.5%
Career (34 matches),,801,1047,0.8,16.2%,21.2%,675,800,0.8,16.1%,19.0%,7.7%,6.9%,1.3,17.4%,13.2%
