Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,12,5,7,41.7%,6,2,4,33.3%,2015,2024,R16,12,0.96,5.9%,8.8%,51.9%,69.7%,42.9%,56.8%,41.6%,55.3%,42.5%
Roland Garros,10,Clay,12,2,10,16.7%,1,0,1,0.0%,2013,2023,R64,12,0.82,4.5%,11.3%,53.8%,64.1%,35.0%,50.6%,40.3%,51.7%,42.2%
Wimbledon,9,Grass,15,6,9,40.0%,7,3,4,42.9%,2015,2024,R128,11,0.95,5.2%,9.7%,54.7%,70.3%,44.4%,58.6%,39.2%,53.1%,42.5%
US Open,8,Hard,14,6,8,42.9%,3,2,1,66.7%,2015,2024,R64,12,0.93,6.1%,12.3%,49.4%,72.3%,40.3%,56.1%,40.9%,56.4%,44.1%
Ostrava,3,Hard,5,2,3,40.0%,4,2,2,50.0%,2021,2026,R32,5,0.94,8.9%,9.7%,56.5%,76.6%,36.6%,59.2%,38.2%,58.5%,38.2%
Limoges 125,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2024,2025,R32,2,0.69,4.1%,11.5%,51.6%,60.3%,40.7%,50.8%,33.9%,42.9%,28.6%
Angers 125,3,Hard,6,3,3,50.0%,2,0,2,0.0%,2023,2025,QF,6,0.99,7.7%,5.6%,64.4%,70.3%,44.9%,61.3%,38.4%,58.1%,50.0%
Rome,3,Clay,7,3,4,42.9%,1,0,1,0.0%,2017,2024,R64,7,1.04,3.9%,9.2%,56.3%,66.3%,40.0%,54.8%,47.2%,55.2%,44.3%
Madrid,6,Clay,12,6,6,50.0%,2,2,0,100.0%,2016,2024,R16,12,0.93,6.0%,9.7%,53.0%,65.5%,41.7%,54.3%,42.3%,51.9%,39.0%
Stuttgart,5,Clay,11,6,5,54.5%,1,0,1,0.0%,2016,2024,R32,11,1.05,7.9%,6.9%,57.6%,66.4%,45.3%,57.5%,44.8%,61.2%,50.0%
