Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 ITF Petange R32,L vs Noha Akugue,0.0%,-,5.0%,80.0%,10.7%,25.0%,0.0%,5.4%,0.0%,0.8%,100.0%,15,29
2024 Miami R32,L vs Gauff,0.0%,-,7.8%,75.0%,10.3%,8.3%,0.0%,7.5%,16.7%,1.6%,0.0%,91,138
2024 Australian Open R16,L vs Zheng,0.0%,-,0.0%,0.0%,4.8%,0.0%,0.0%,7.9%,25.0%,0.0%,-,40,64
2024 Australian Open R32,W vs Burel,0.0%,-,14.7%,58.8%,27.1%,22.7%,0.0%,19.1%,25.0%,2.4%,25.0%,167,142
2023 Roland Garros R64,L vs Jabeur,0.0%,-,8.6%,40.0%,17.0%,33.3%,0.0%,17.9%,28.6%,1.5%,0.0%,46,39
2023 Roland Garros R128,W vs Janicijevic,0.0%,-,15.7%,58.3%,20.9%,22.7%,0.0%,17.5%,57.1%,1.2%,66.7%,125,108
2020 US Open R128,L vs Sabalenka,0.0%,-,5.7%,75.0%,18.9%,36.8%,0.0%,12.3%,30.0%,0.0%,-,66,98
2019 Roland Garros Q1,L vs Kiick,0.0%,-,11.1%,63.6%,13.6%,21.4%,0.0%,14.3%,30.0%,0.7%,100.0%,104,74
2018 Miami R64,L vs Halep,0.0%,-,5.9%,100.0%,15.3%,37.5%,0.0%,11.8%,31.3%,1.0%,66.7%,100,91
2017 US Open R64,L vs Williams,0.0%,-,7.5%,40.0%,15.7%,25.0%,0.0%,7.9%,10.0%,0.7%,0.0%,58,62
2017 Washington SF,L vs Makarova,0.0%,-,8.5%,53.3%,8.5%,11.1%,0.0%,11.0%,36.4%,0.8%,50.0%,63,72
2017 Wimbledon R128,L vs Safarova,0.0%,-,3.4%,66.7%,20.0%,0.0%,0.0%,12.1%,33.3%,1.4%,0.0%,148,115
2017 Roland Garros R64,L vs Kuznetsova,0.0%,-,9.5%,66.7%,14.7%,23.3%,0.0%,20.4%,43.8%,0.9%,33.3%,134,104
2017 Madrid R32,W vs Cibulkova,0.0%,-,5.0%,83.3%,29.4%,60.0%,100.0%,16.3%,15.4%,0.0%,-,161,201
2016 ITF Poitiers F,W vs Davis,0.0%,-,6.7%,57.1%,9.3%,6.7%,0.0%,11.6%,25.0%,0.6%,0.0%,17,62
2016 Linz QF,L vs Keys,0.0%,-,10.4%,63.6%,19.4%,27.3%,0.0%,10.7%,16.7%,1.0%,0.0%,47,96
2015 US Open R64,L vs Duque Marino,0.0%,-,6.3%,66.7%,14.9%,17.4%,0.0%,10.4%,20.0%,0.8%,50.0%,105,120
2015 s Hertogenbosch R32,L vs Krajicek,0.0%,-,9.4%,63.6%,14.6%,18.2%,0.0%,17.0%,62.5%,3.1%,25.0%,2,37
2015 ITF Altenkirchen QF,W vs Vrljic,0.0%,-,10.0%,75.0%,12.9%,22.7%,0.0%,13.0%,29.4%,1.0%,100.0%,21,59
Last 52 Weeks (1 matches),,0.0%,-,5.0%,80.0%,10.7%,25.0%,0.0%,5.4%,0.0%,0.8%,100.0%,15,29
Career (19 matches),,0.0%,-,8.2%,64.4%,15.3%,24.0%,12.5%,13.6%,31.7%,1.0%,39.4%,84,91
