Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Strasbourg R32,L vs Ferro,80.6%,46.0%,0.0%,0/0,2.41,2.0%,86.5%,46.9%,0.0%,2.45,3.4%,78.3%,44.4%,0.0%,2.36,0.0%
Career (1 matches),,80.6%,46.0%,0.0%,0.0%,2.41,2.0%,86.5%,46.9%,0.0%,2.45,3.4%,78.3%,44.4%,0.0%,2.36,0.0%
