Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,1.9%,1.9%,46.2%,70.8%,53.6%,61.5%,24.5%,43.6%,0.64,R32 (Umag)
2024,1,0,1,0.0%,1-2,33.3%,15-19,44.1%,1-1,50.0%,1,81.3%,6.3%,4.1%,2.5%,48.4%,72.9%,54.0%,63.1%,28.8%,47.3%,0.78,R32 (Umag)
2022,1,0,1,0.0%,1-2,33.3%,10-17,37.0%,0-0,-,1,53.8%,21.4%,2.4%,3.3%,52.8%,64.6%,37.9%,52.0%,41.5%,46.7%,0.86,R32 (Umag)
Career,3,0,3,0.0%,2-6,25.0%,31-48,39.2%,1-1,50.0%,3,68.4%,10.3%,3.0%,2.7%,49.8%,68.9%,47.7%,58.2%,33.7%,46.4%,0.81,
