Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R16,L vs Gibson,0.0%,-,2.3%,100.0%,18.6%,26.7%,50.0%,9.0%,35.7%,2.6%,66.7%,-58,-27
2026 Australian Open R32,L vs Jovic,0.0%,-,5.4%,100.0%,15.5%,31.4%,100.0%,6.0%,0.0%,1.4%,25.0%,6,-18
2025 Riyadh Finals RR,L vs Pegula,0.0%,-,3.8%,75.0%,11.8%,23.5%,0.0%,8.6%,28.6%,0.7%,100.0%,63,54
2025 Riyadh Finals RR,L vs Gauff,0.0%,-,5.6%,83.3%,4.7%,0.0%,0.0%,5.1%,7.1%,0.0%,-,7,-18
2025 Riyadh Finals RR,L vs Sabalenka,0.0%,-,4.5%,100.0%,12.3%,27.8%,0.0%,10.0%,42.9%,0.0%,-,93,52
2025 Ningbo SF,L vs Rybakina,0.0%,-,5.4%,85.7%,14.3%,22.7%,0.0%,4.0%,22.2%,1.2%,0.0%,43,16
2025 Ningbo QF,W vs Bencic,0.0%,-,5.6%,76.9%,13.0%,25.7%,0.0%,4.0%,8.3%,1.0%,25.0%,-7,-9
2025 Wuhan SF,L vs Gauff,0.0%,-,6.3%,57.1%,7.8%,18.8%,100.0%,4.2%,5.6%,0.8%,0.0%,-62,-77
2025 Wuhan QF,W vs Swiatek,0.0%,-,3.9%,100.0%,20.5%,42.9%,0.0%,12.5%,66.7%,0.0%,-,52,45
2025 Wuhan R16,W vs Tauson,0.0%,-,8.2%,100.0%,20.8%,27.8%,0.0%,10.6%,25.0%,1.1%,0.0%,17,-10
2025 Beijing QF,L vs Anisimova,0.0%,-,3.9%,77.8%,5.7%,10.5%,33.3%,11.4%,29.6%,1.9%,28.6%,-91,-88
2025 Beijing R32,W vs Kenin,0.0%,-,6.9%,100.0%,18.3%,30.4%,0.0%,5.9%,18.2%,0.6%,100.0%,38,41
2025 BJK Cup Finals RR,W vs Pegula,0.0%,-,8.2%,90.0%,12.0%,25.0%,0.0%,9.2%,40.0%,0.7%,0.0%,1,-6
2025 US Open R64,W vs Jovic,0.0%,-,6.3%,87.5%,9.9%,25.0%,0.0%,6.3%,20.0%,0.9%,50.0%,26,11
2025 Cincinnati F,L vs Swiatek,0.0%,-,7.7%,63.6%,5.6%,27.3%,0.0%,10.4%,37.5%,0.5%,0.0%,-64,-50
2025 Cincinnati SF,W vs Kudermetova,0.0%,-,6.5%,83.3%,9.0%,18.2%,0.0%,9.5%,50.0%,0.4%,0.0%,-65,-22
2025 Cincinnati QF,W vs Gauff,0.0%,-,8.2%,71.4%,7.6%,18.2%,100.0%,7.4%,25.0%,0.4%,0.0%,-24,-25
2025 Montreal R64,L vs Ito,10.4%,60.0%,22.0%,64.6%,11.3%,16.3%,50.0%,8.9%,21.4%,0.3%,0.0%,41,46
2025 Wimbledon R64,L vs Rakhimova,4.4%,100.0%,14.3%,82.1%,11.9%,14.0%,0.0%,3.3%,37.5%,1.7%,50.0%,8,-19
2025 Wimbledon R128,W vs Sevastova,2.6%,50.0%,11.6%,80.0%,23.2%,30.0%,25.0%,10.4%,23.1%,2.4%,28.6%,165,126
Last 52 Weeks (29 matches),,0.9%,75.0%,8.1%,79.3%,12.6%,21.6%,15.3%,8.1%,25.8%,1.2%,35.4%,-7,-13
Career (104 matches),,0.5%,73.5%,8.0%,72.8%,14.0%,22.0%,10.3%,8.7%,27.3%,0.9%,35.3%,2,-6
