Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,204,116,88,56.9%,250-220,53.2%,2209-2164,50.5%,24-13,64.9%,194,65.0%,36.2%,1.8%,2.8%,66.3%,60.9%,47.6%,56.5%,43.9%,50.3%,1.01
Clay,97,53,44,54.6%,116-108,51.8%,1054-992,51.5%,5-15,25.0%,97,61.8%,41.3%,1.1%,2.6%,69.5%,58.6%,47.5%,55.2%,46.3%,50.8%,1.03
Grass,21,11,10,52.4%,25-23,52.1%,232-234,49.8%,7-1,87.5%,21,68.9%,29.8%,2.0%,2.7%,65.1%,63.3%,49.2%,58.4%,41.3%,49.8%,0.99
Grand Slams,57,32,25,56.1%,69-59,53.9%,601-572,51.2%,7-7,50.0%,56,64.1%,37.8%,1.7%,2.4%,67.6%,60.6%,47.2%,56.3%,44.8%,50.7%,1.03
Premiers,66,34,32,51.5%,70-74,48.6%,656-681,49.1%,9-2,81.8%,66,61.9%,36.5%,1.4%,3.1%,67.8%,59.3%,46.5%,55.2%,43.8%,49.7%,0.98
Internationals,101,58,43,57.4%,129-113,53.3%,1139-1090,51.1%,9-7,56.3%,98,63.9%,38.1%,1.1%,3.0%,66.1%,59.7%,48.1%,55.8%,45.0%,50.5%,1.02
Finals,11,4,7,36.4%,11-15,42.3%,108-124,46.6%,1-0,100.0%,11,58.1%,34.2%,0.7%,1.5%,72.4%,55.7%,46.8%,53.3%,43.3%,48.4%,0.93
Semi-finals,22,10,12,45.5%,23-30,43.4%,234-254,48.0%,3-1,75.0%,22,63.0%,32.4%,1.7%,2.6%,68.0%,59.5%,46.7%,55.4%,43.1%,49.4%,0.97
Quarter-finals,33,20,13,60.6%,46-35,56.8%,407-375,52.0%,4-4,50.0%,32,67.4%,36.7%,1.4%,2.3%,68.2%,61.3%,48.8%,57.3%,43.8%,50.8%,1.03
vs Righties,286,159,127,55.6%,345-312,52.5%,3078-2997,50.7%,33-25,56.9%,277,64.1%,36.9%,1.6%,2.7%,67.3%,60.3%,47.5%,56.1%,44.3%,50.3%,1.01
vs Lefties,29,17,12,58.6%,36-31,53.7%,326-314,50.9%,3-3,50.0%,28,67.6%,36.8%,1.5%,3.3%,66.2%,62.1%,49.3%,57.8%,44.1%,50.8%,1.04
vs Top 10,39,11,28,28.2%,26-61,29.9%,338-468,41.9%,4-3,57.1%,38,57.5%,25.6%,1.4%,2.6%,67.2%,58.6%,43.4%,53.6%,39.2%,46.6%,0.85
