Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R16,L vs Gibson,26.4%,32.2%,43.5%,29.5%,34.4%,41.9%,21.4%,39.4%,42.9%,20.8%,29.2%,47.4%,53.8%,63.6%,100.0%,-56
2026 Australian Open R32,L vs Jovic,14.1%,22.5%,37.7%,15.2%,23.9%,41.0%,47.8%,39.1%,0.0%,12.0%,20.0%,31.8%,30.0%,40.0%,20.0%,-104
2025 Riyadh Finals RR,L vs Pegula,21.5%,27.7%,42.6%,22.2%,31.1%,42.9%,34.8%,40.9%,60.0%,25.0%,25.0%,41.7%,16.7%,60.0%,100.0%,111
2025 Riyadh Finals RR,L vs Gauff,15.8%,21.1%,39.6%,20.5%,28.2%,51.6%,36.8%,55.0%,25.0%,5.6%,5.6%,17.6%,57.1%,45.5%,50.0%,-104
2025 Riyadh Finals RR,L vs Sabalenka,25.9%,29.3%,32.6%,30.6%,33.3%,28.0%,35.7%,40.9%,25.0%,18.2%,22.7%,38.9%,0.0%,60.0%,66.7%,-104
2025 Ningbo SF,L vs Rybakina,21.7%,27.5%,44.2%,28.9%,35.6%,50.0%,40.9%,43.5%,33.3%,9.1%,13.6%,35.0%,0.0%,38.5%,50.0%,-23
2025 Ningbo QF,W vs Bencic,21.1%,24.2%,44.4%,21.8%,25.6%,49.2%,30.8%,30.8%,44.4%,20.8%,22.9%,36.8%,30.0%,25.0%,25.0%,-56
2025 Wuhan SF,L vs Gauff,10.7%,12.5%,36.0%,15.0%,17.5%,35.3%,76.2%,31.6%,25.0%,0.0%,0.0%,37.5%,50.0%,40.0%,0.0%,-119
2025 Wuhan QF,W vs Swiatek,23.1%,38.5%,62.1%,26.9%,46.2%,63.2%,83.3%,35.7%,0.0%,16.7%,25.0%,60.0%,66.7%,50.0%,-,-11
2025 Wuhan R16,W vs Tauson,15.4%,27.7%,50.0%,14.6%,29.3%,51.4%,36.4%,36.8%,100.0%,17.4%,26.1%,47.4%,0.0%,12.5%,0.0%,-104
2025 Beijing QF,L vs Anisimova,24.8%,30.1%,40.5%,26.8%,32.9%,38.3%,37.8%,35.6%,62.5%,20.0%,23.3%,45.8%,25.0%,50.0%,100.0%,-65
2025 Beijing R32,W vs Kenin,20.3%,28.8%,56.8%,25.5%,34.0%,60.0%,36.4%,20.0%,0.0%,0.0%,11.1%,44.4%,20.0%,100.0%,-,-119
2025 BJK Cup Finals RR,W vs Pegula,17.8%,24.7%,50.0%,14.8%,22.2%,52.2%,28.6%,63.6%,50.0%,29.4%,35.3%,41.7%,10.0%,57.1%,100.0%,23
2025 US Open R64,W vs Jovic,17.3%,21.3%,50.0%,18.4%,24.5%,55.0%,34.6%,21.7%,16.7%,18.2%,18.2%,38.9%,0.0%,28.6%,0.0%,58
2025 Cincinnati F,L vs Swiatek,20.3%,21.9%,38.8%,29.7%,32.4%,50.0%,17.6%,20.0%,100.0%,8.0%,8.0%,26.1%,21.4%,45.5%,33.3%,-33
2025 Cincinnati SF,W vs Kudermetova,31.3%,40.4%,60.9%,33.3%,42.0%,60.9%,60.7%,48.8%,25.0%,30.8%,42.3%,61.1%,27.3%,66.7%,0.0%,-18
2025 Cincinnati QF,W vs Gauff,19.5%,23.0%,38.2%,25.9%,29.6%,42.5%,88.0%,31.0%,33.3%,9.7%,12.9%,32.1%,41.2%,57.1%,-,-31
2025 Montreal R64,L vs Ito,20.4%,26.5%,43.7%,22.6%,29.0%,43.8%,66.7%,37.1%,20.0%,20.7%,27.6%,43.5%,35.7%,60.0%,100.0%,73
2025 Wimbledon R64,L vs Rakhimova,12.9%,23.7%,56.3%,17.2%,32.8%,60.4%,40.0%,57.9%,75.0%,5.9%,8.8%,50.0%,0.0%,81.8%,-,-69
2025 Wimbledon R128,W vs Sevastova,20.0%,37.5%,45.2%,27.5%,49.0%,59.5%,8.7%,57.1%,100.0%,7.4%,18.5%,24.0%,7.1%,76.9%,100.0%,-39
Last 52 Weeks (29 matches),,19.7%,26.9%,45.3%,21.8%,30.3%,48.2%,41.6%,42.0%,36.7%,16.3%,20.8%,38.9%,24.4%,50.5%,42.4%,-23
Career (104 matches),,19.4%,27.4%,47.0%,21.6%,31.4%,49.8%,36.4%,44.2%,42.5%,16.3%,20.8%,41.2%,19.4%,52.0%,56.3%,-12
