Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R16,L vs Gibson,72.1%,46.8%,10.5%,4/5,2.34,0.0%,76.0%,36.8%,12.0%,2.28,0.0%,77.4%,62.5%,9.7%,2.47,0.0%
2026 Australian Open R32,L vs Jovic,79.7%,48.9%,15.3%,4/5,2.47,1.6%,79.4%,51.9%,5.9%,2.59,2.6%,87.0%,45.0%,30.4%,2.25,0.0%
2025 Riyadh Finals RR,L vs Pegula,58.5%,29.2%,7.3%,1/2,2.75,17.0%,55.2%,31.3%,3.4%,2.95,22.9%,72.7%,25.0%,18.2%,2.18,0.0%
2025 Riyadh Finals RR,L vs Gauff,70.0%,34.3%,6.0%,2/1,2.66,2.1%,73.3%,45.5%,0.0%,2.57,3.2%,76.5%,15.4%,17.6%,2.82,0.0%
2025 Riyadh Finals RR,L vs Sabalenka,61.1%,60.6%,9.3%,1/4,3.07,7.0%,59.1%,57.7%,9.1%,3.06,8.0%,70.0%,71.4%,10.0%,3.08,5.6%
2025 Ningbo SF,L vs Rybakina,54.1%,48.5%,11.5%,2/5,2.34,0.0%,43.8%,28.6%,9.4%,2.14,0.0%,76.0%,63.2%,16.0%,2.67,0.0%
2025 Ningbo QF,W vs Bencic,78.3%,54.2%,6.6%,4/3,2.66,4.1%,77.2%,47.7%,1.8%,2.66,6.7%,90.7%,61.5%,14.0%,2.66,0.0%
2025 Wuhan SF,L vs Gauff,76.4%,50.0%,3.6%,1/1,2.65,4.0%,86.5%,46.9%,2.7%,2.67,5.9%,90.9%,60.0%,9.1%,2.60,0.0%
2025 Wuhan QF,W vs Swiatek,78.9%,76.7%,7.9%,0/3,2.63,3.4%,78.3%,66.7%,4.3%,2.34,5.3%,92.3%,91.7%,15.4%,3.19,0.0%
2025 Wuhan R16,W vs Tauson,64.9%,64.9%,8.8%,2/3,2.36,11.3%,71.0%,72.7%,6.5%,2.31,14.3%,71.4%,53.3%,14.3%,2.48,5.6%
2025 Beijing QF,L vs Anisimova,80.7%,45.8%,10.9%,7/6,2.58,4.8%,78.2%,45.9%,10.3%,2.55,6.7%,94.6%,45.7%,13.5%,2.65,0.0%
2025 Beijing R32,W vs Kenin,76.2%,65.6%,9.5%,4/0,2.47,9.3%,81.5%,63.6%,14.8%,2.45,11.8%,83.3%,70.0%,0.0%,2.53,0.0%
2025 BJK Cup Finals RR,W vs Pegula,79.6%,64.1%,4.1%,1/1,2.89,8.6%,77.4%,58.3%,0.0%,2.85,8.7%,83.3%,73.3%,11.1%,3.05,8.3%
2025 US Open R64,W vs Jovic,69.8%,64.9%,3.8%,1/1,2.59,0.0%,71.4%,60.0%,3.6%,2.64,0.0%,77.3%,70.6%,4.5%,2.49,0.0%
2025 Cincinnati F,L vs Swiatek,59.0%,56.5%,9.0%,4/3,2.41,2.0%,54.3%,60.0%,6.5%,2.57,3.8%,84.0%,52.4%,16.0%,2.24,0.0%
2025 Cincinnati SF,W vs Kudermetova,60.5%,51.9%,3.5%,1/2,2.57,26.6%,54.2%,34.6%,2.1%,2.61,34.8%,76.5%,69.2%,5.9%,2.46,5.6%
2025 Cincinnati QF,W vs Gauff,60.7%,51.0%,3.6%,1/2,2.55,0.0%,73.3%,45.5%,4.4%,2.49,0.0%,78.3%,61.1%,4.3%,2.65,0.0%
2025 Montreal R64,L vs Ito,79.2%,50.5%,1.7%,2/0,2.54,52.1%,88.0%,52.1%,2.4%,2.59,70.8%,84.6%,45.5%,0.0%,2.42,13.0%
2025 Wimbledon R64,L vs Rakhimova,73.8%,38.2%,2.9%,1/2,2.65,6.3%,77.6%,30.8%,1.5%,2.60,10.4%,88.9%,54.2%,7.4%,2.73,0.0%
2025 Wimbledon R128,W vs Sevastova,79.3%,58.9%,1.1%,1/0,2.54,10.0%,80.0%,63.5%,1.5%,2.69,17.1%,91.3%,47.6%,0.0%,2.33,0.0%
Last 52 Weeks (29 matches),,73.0%,54.0%,7.2%,51.0%,2.58,6.9%,75.0%,51.8%,5.8%,2.57,9.4%,84.0%,57.8%,11.3%,2.59,1.3%
Career (104 matches),,73.8%,53.8%,7.1%,45.4%,2.55,6.4%,74.5%,51.2%,5.4%,2.54,8.7%,83.6%,58.5%,11.5%,2.56,1.6%
