Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,8,7,53.3%,18-18,50.0%,172-159,52.0%,0-3,0.0%,13,64.4%,40.4%,3.1%,2.2%,66.8%,58.4%,51.5%,56.1%,44.9%,50.6%,1.02,SF (Merida)
2025,67,46,21,68.7%,94-55,63.1%,746-635,54.0%,9-5,64.3%,64,68.1%,39.5%,1.8%,2.3%,67.5%,61.7%,49.0%,57.6%,45.2%,51.5%,1.07,W (Rome)
2024,63,42,21,66.7%,90-52,63.4%,730-612,54.4%,11-4,73.3%,62,68.7%,39.5%,2.2%,2.4%,67.9%,63.3%,48.4%,58.5%,45.5%,51.9%,1.10,W (2x)
2023,52,27,25,51.9%,58-63,47.9%,548-571,49.0%,6-4,60.0%,51,64.1%,34.1%,1.5%,2.5%,68.9%,60.0%,49.0%,56.6%,43.4%,50.0%,1.00,F (3x)
2022,43,22,21,51.2%,54-54,50.0%,506-496,50.5%,3-7,30.0%,41,64.6%,36.8%,1.1%,3.0%,67.0%,59.9%,47.2%,55.7%,44.0%,50.1%,0.99,F (Cluj Napoca)
2021,40,20,20,50.0%,45-49,47.9%,422-448,48.5%,5-2,71.4%,39,63.0%,35.4%,1.2%,3.5%,66.8%,59.9%,46.0%,55.3%,43.7%,49.7%,0.98,W (Portoroz)
2020,14,6,8,42.9%,13-18,41.9%,141-149,48.6%,0-0,-,14,53.7%,44.1%,1.3%,3.6%,62.3%,57.1%,44.0%,52.2%,47.3%,49.8%,0.99,R16 (2x)
2019,16,6,10,37.5%,13-24,35.1%,153-194,44.1%,1-3,25.0%,16,56.1%,31.8%,1.1%,4.2%,65.4%,58.5%,45.9%,54.2%,42.2%,48.3%,0.92,QF (2x)
2018,10,3,7,30.0%,6-14,30.0%,74-102,42.0%,1-1,50.0%,10,47.1%,34.8%,0.5%,2.0%,67.8%,51.4%,44.0%,49.0%,43.1%,46.3%,0.85,QF (Prague)
2017,2,0,2,0.0%,0-4,0.0%,3-24,11.1%,0-0,-,2,21.4%,0.0%,0.0%,4.9%,55.3%,44.1%,38.2%,41.5%,28.4%,36.3%,0.49,R32 (2x)
Career,322,180,142,55.9%,391-351,52.7%,3495-3390,50.8%,36-29,55.4%,312,64.3%,37.3%,1.6%,2.8%,67.2%,60.4%,47.7%,56.2%,44.4%,50.4%,1.01,
