Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,30,17,63.8%,61-46,57.0%,532-475,52.8%,6-6,50.0%,42,68.3%,37.2%,2.1%,2.2%,67.1%,61.5%,49.2%,57.4%,44.0%,50.9%,1.03
Clay,16,13,3,81.3%,27-8,77.1%,194-128,60.2%,0-2,0.0%,16,68.7%,52.2%,1.5%,1.5%,71.9%,59.4%,53.9%,57.8%,50.7%,54.3%,1.20
Grass,6,3,3,50.0%,7-7,50.0%,64-73,46.7%,2-0,100.0%,6,64.7%,26.9%,1.8%,2.7%,62.9%,61.2%,48.2%,56.3%,40.0%,47.8%,0.92
Grand Slams,12,8,4,66.7%,18-10,64.3%,145-113,56.2%,1-3,25.0%,12,70.3%,42.9%,1.7%,1.7%,66.8%,63.5%,47.9%,58.3%,47.4%,52.8%,1.14
Premiers,14,9,5,64.3%,18-12,60.0%,151-136,52.6%,2-0,100.0%,14,63.9%,40.4%,1.2%,2.3%,67.7%,58.3%,50.8%,55.9%,45.2%,50.7%,1.03
Internationals,2,1,1,50.0%,2-2,50.0%,19-17,52.8%,0-0,-,0,,,,,,,,,,,
Finals,2,1,1,50.0%,2-2,50.0%,21-19,52.5%,0-0,-,2,60.0%,45.0%,0.0%,1.5%,67.2%,60.0%,43.2%,54.5%,47.1%,50.7%,1.03
Semi-finals,8,2,6,25.0%,4-13,23.5%,69-93,42.6%,0-1,0.0%,8,58.8%,27.2%,1.3%,2.0%,71.5%,58.5%,43.5%,54.3%,40.0%,47.4%,0.87
Quarter-finals,9,8,1,88.9%,17-6,73.9%,126-96,56.8%,1-1,50.0%,9,66.7%,46.8%,1.4%,1.8%,68.7%,59.0%,50.2%,56.3%,47.5%,51.9%,1.09
vs Righties,61,41,20,67.2%,84-53,61.3%,688-581,54.2%,6-4,60.0%,56,68.2%,40.1%,1.9%,1.9%,68.2%,60.9%,49.8%,57.3%,45.5%,51.6%,1.07
vs Lefties,7,5,2,71.4%,10-6,62.5%,85-79,51.8%,2-3,40.0%,7,69.6%,35.0%,1.8%,2.4%,65.8%,62.7%,52.4%,59.2%,42.3%,50.0%,1.04
vs Top 10,15,5,10,33.3%,11-21,34.4%,128-163,44.0%,1-0,100.0%,14,54.1%,30.7%,0.9%,1.7%,68.1%,56.4%,42.2%,51.9%,41.7%,47.0%,0.87
