Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R16,L vs Gibson,3.5,3.5,3.4,51.5%,47.9%,36.8%,66.7%,50.2%,13.2%,9.5,9.7,-2.5,-2.6
2026 Australian Open R32,L vs Jovic,5.1,4.9,5.4,48.1%,41.0%,42.9%,44.4%,60.3%,7.9%,15.5,9.3,-5.0,-4.8
2025 Riyadh Finals RR,L vs Pegula,3.3,3.5,3.0,40.9%,26.9%,54.5%,66.7%,63.0%,6.0%,-1.5,-1.9,-5.0,-10.9
2025 Riyadh Finals RR,L vs Gauff,4.6,4.9,4.3,42.6%,42.9%,16.7%,46.2%,50.7%,7.7%,-5.5,-5.3,-7.5,-8.0
2025 Riyadh Finals RR,L vs Sabalenka,3.0,3.2,2.7,43.7%,41.2%,57.1%,-,60.0%,6.0%,-7.5,-10.4,5.0,10.6
2025 Ningbo SF,L vs Rybakina,3.4,3.2,3.5,41.8%,50.0%,50.0%,33.3%,54.7%,2.6%,3.0,3.4,-4.5,-6.2
2025 Ningbo QF,W vs Bencic,4.1,4.1,4.1,52.1%,58.2%,39.3%,50.0%,52.8%,7.4%,9.0,4.6,0.0,0.0
2025 Wuhan SF,L vs Gauff,5.2,5.2,5.3,57.8%,40.0%,50.0%,29.4%,39.4%,3.3%,-1.0,-1.1,-2.5,-1.7
2025 Wuhan QF,W vs Swiatek,3.5,3.4,3.6,68.8%,65.0%,50.0%,80.0%,57.4%,10.9%,16.0,28.1,6.5,16.7
2025 Wuhan R16,W vs Tauson,3.8,4.2,3.4,51.5%,56.4%,54.5%,50.0%,56.7%,15.6%,12.0,13.2,4.0,6.3
2025 Beijing QF,L vs Anisimova,4.0,3.8,4.1,49.2%,41.2%,55.0%,50.0%,49.5%,15.7%,-5.0,-3.1,4.0,2.6
2025 Beijing R32,W vs Kenin,4.0,4.0,4.1,60.8%,57.6%,70.0%,57.1%,48.4%,14.5%,11.0,14.7,2.0,2.9
2025 BJK Cup Finals RR,W vs Pegula,5.2,5.3,5.1,53.8%,55.9%,55.0%,56.3%,55.1%,7.3%,2.0,1.4,12.0,10.6
2025 US Open R64,W vs Jovic,4.2,4.2,4.2,50.8%,57.1%,52.6%,63.6%,55.7%,5.9%,9.0,7.1,-4.0,-4.2
2025 Cincinnati F,L vs Swiatek,3.6,3.8,3.4,44.8%,45.7%,42.9%,66.7%,47.7%,3.9%,5.0,5.7,-1.0,-1.0
2025 Cincinnati SF,W vs Kudermetova,3.3,3.6,2.9,55.9%,54.8%,50.0%,55.6%,57.6%,9.3%,3.5,2.9,13.0,14.9
2025 Cincinnati QF,W vs Gauff,3.9,4.3,3.5,57.6%,32.7%,58.8%,46.2%,53.8%,4.7%,2.0,1.4,-7.5,-6.3
2025 Montreal R64,L vs Ito,4.5,3.9,5.0,49.5%,51.5%,47.8%,54.5%,54.3%,8.7%,-1.0,-0.5,0.5,0.3
2025 Wimbledon R64,L vs Rakhimova,4.3,4.8,3.9,48.5%,58.8%,42.9%,25.0%,48.9%,11.2%,-1.5,-1.0,-5.0,-3.2
2025 Wimbledon R128,W vs Sevastova,3.9,3.7,4.1,51.6%,60.4%,52.2%,30.0%,46.3%,8.9%,10.5,8.2,-2.0,-1.4
Last 52 Weeks (29 matches),,4.1,4.1,4.0,51.4%,49.6%,50.7%,48.7%,53.3%,9.0%,5.3,4.4,1.7,1.7
Career (104 matches),,4.1,4.2,4.1,49.8%,49.9%,53.9%,49.8%,53.6%,7.6%,7.3,5.9,3.2,3.1
