Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,17,7,10,41.2%,2,1,1,50.0%,2017,2026,R16,16,0.95,2.2%,2.3%,66.7%,59.7%,44.0%,54.5%,43.4%,48.7%,46.8%
Roland Garros,9,Clay,24,15,9,62.5%,4,1,3,25.0%,2017,2025,F,22,1.11,1.1%,2.2%,70.9%,59.0%,49.4%,56.2%,48.7%,58.6%,51.2%
Wimbledon,8,Grass,16,8,8,50.0%,7,4,3,57.1%,2017,2025,F,13,1.03,2.1%,2.5%,65.5%,64.5%,47.2%,58.5%,42.6%,50.5%,43.1%
US Open,9,Hard,18,9,9,50.0%,4,1,3,25.0%,2017,2025,R16,15,0.95,1.3%,3.3%,63.2%,61.2%,43.5%,54.7%,42.9%,56.2%,47.6%
Olympics,2,,4,2,2,50.0%,0,0,0,-,2021,2024,R16,3,1.28,4.5%,3.0%,84.3%,62.9%,54.8%,61.6%,49.0%,38.9%,38.1%
Fed Cup,3,,5,2,3,40.0%,2,0,2,0.0%,2018,2020,,5,1.03,2.5%,0.6%,63.5%,63.5%,47.8%,57.8%,43.3%,51.4%,54.8%
Miami,6,Hard,12,6,6,50.0%,2,2,0,100.0%,2021,2026,SF,12,0.89,2.5%,1.8%,67.9%,58.7%,46.3%,54.7%,40.2%,63.8%,46.9%
Indian Wells,6,Hard,18,11,7,61.1%,3,1,2,33.3%,2021,2026,R16,18,1.01,2.4%,3.4%,66.0%,60.8%,48.4%,56.6%,44.0%,57.6%,47.3%
Dubai,6,Hard,14,9,5,64.3%,2,1,1,50.0%,2020,2026,W,14,1.00,2.1%,3.9%,65.2%,60.1%,43.4%,54.3%,45.7%,52.1%,58.4%
Doha,5,Hard,6,1,5,16.7%,0,0,0,-,2022,2026,R16,6,0.83,1.6%,2.7%,65.1%,55.6%,46.5%,52.4%,39.6%,37.0%,50.0%
United Cup,2,Hard,7,4,3,57.1%,0,0,0,-,2024,2026,QF,5,1.18,2.6%,1.9%,64.4%,63.3%,50.9%,58.9%,48.4%,51.6%,44.0%
Riyadh Finals,2,Hard,6,1,5,16.7%,1,1,0,100.0%,2024,2025,W,6,0.71,1.1%,2.6%,62.4%,58.9%,43.0%,52.9%,33.3%,46.7%,30.4%
