Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2010 Australian Open R128,L vs Federer,16.2%,19.1%,41.3%,20.8%,24.7%,28.4%,44.3%,32.5%,40.5%,45.5%,66.7%,4.4%,6.7%,37.2%,-75
2008 US Open R16,L vs Federer,27.9%,39.4%,57.1%,32.7%,38.0%,49.0%,64.5%,45.9%,45.0%,58.3%,100.0%,13.8%,27.6%,48.0%,17
2008 Dubai QF,L vs Djokovic,25.0%,27.3%,25.0%,27.5%,24.2%,27.3%,28.0%,27.6%,47.1%,62.5%,50.0%,30.0%,30.0%,14.3%,59
2005 Moscow F,W vs Kiefer,23.4%,35.1%,47.6%,32.6%,29.8%,44.0%,54.2%,41.9%,37.1%,42.9%,50.0%,3.8%,7.7%,32.0%,-77
2005 Palermo F,W vs Volandri,23.5%,30.9%,39.1%,27.5%,34.2%,42.1%,40.0%,41.3%,58.8%,66.7%,66.7%,12.5%,20.8%,38.1%,9
2004 Gstaad F,L vs Federer,24.3%,36.9%,48.6%,30.3%,31.9%,45.8%,55.1%,40.6%,38.7%,65.9%,100.0%,7.4%,18.5%,36.0%,-45
Career (6 matches),,23.3%,32.1%,46.2%,28.8%,31.1%,40.9%,50.9%,39.6%,42.9%,55.0%,67.7%,10.0%,17.9%,38.6%,-19
