Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Andreas Seppi [ITA],6,5,54.5%,5,3,2,60.0%,2004,2011,11,0.98,6.5%,3.4%,59.7%,68.3%,54.0%,62.5%,36.6%,50.7%,45.6%
9,Nicolas Almagro [ESP],4,5,44.4%,4,3,1,75.0%,2003,2012,8,0.98,6.1%,2.9%,63.1%,68.1%,50.5%,61.7%,37.7%,51.6%,42.2%
9,David Ferrer [ESP],4,5,44.4%,1,1,0,100.0%,2004,2011,9,0.94,4.7%,3.2%,59.9%,70.0%,39.0%,57.6%,40.1%,54.9%,42.7%
9,Richard Gasquet [FRA],4,5,44.4%,5,2,3,40.0%,2004,2011,8,1.00,4.9%,2.0%,61.5%,69.5%,58.9%,65.4%,34.7%,50.0%,44.4%
8,Juan Monaco [ARG],3,5,37.5%,3,2,1,66.7%,2002,2012,7,0.89,3.7%,4.3%,63.8%,60.6%,47.3%,55.8%,39.3%,54.8%,41.5%
8,Potito Starace [ITA],7,1,87.5%,3,2,1,66.7%,2003,2011,7,1.51,10.7%,3.0%,66.1%,78.1%,56.0%,70.6%,44.5%,62.5%,48.3%
8,Dmitry Tursunov [RUS],7,1,87.5%,1,0,1,0.0%,2005,2009,8,1.18,8.2%,4.1%,62.9%,72.1%,49.3%,63.7%,42.9%,59.5%,40.5%
7,Paul Henri Mathieu [FRA],3,4,42.9%,6,2,4,33.3%,2003,2012,6,1.15,11.2%,2.3%,60.3%,70.5%,59.5%,66.2%,38.9%,51.7%,36.0%
7,Gael Monfils [FRA],4,3,57.1%,2,2,0,100.0%,2005,2012,7,0.99,1.3%,3.3%,61.7%,69.9%,57.1%,65.0%,34.6%,59.3%,27.0%
7,Juan Carlos Ferrero [ESP],2,5,28.6%,2,1,1,50.0%,2004,2012,7,0.87,4.9%,3.3%,63.8%,65.5%,46.0%,58.4%,36.1%,62.3%,35.0%
7,Philipp Kohlschreiber [GER],7,0,100.0%,4,2,2,50.0%,2004,2008,6,1.25,6.3%,2.4%,63.0%,73.9%,60.8%,69.0%,38.8%,90.5%,40.5%
6,Albert Montanes [ESP],5,1,83.3%,5,2,3,40.0%,2005,2012,6,1.27,4.3%,3.4%,65.6%,77.1%,56.3%,69.9%,38.2%,60.0%,50.0%
6,Fernando Verdasco [ESP],2,4,33.3%,5,1,4,20.0%,2004,2012,6,1.06,5.9%,5.4%,56.3%,72.1%,56.6%,65.3%,36.9%,68.9%,30.8%
6,Fernando Gonzalez [CHI],3,3,50.0%,1,1,0,100.0%,2004,2012,5,0.98,4.5%,2.9%,62.8%,73.9%,49.4%,64.8%,34.7%,67.5%,31.0%
6,Jurgen Melzer [AUT],2,4,33.3%,2,2,0,100.0%,2004,2011,5,0.94,7.8%,3.8%,59.5%,71.6%,54.3%,64.6%,33.1%,72.7%,38.9%
