Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2012 US Open R128,L vs Mathieu,65,58,1.1,20.9%,18.6%,41,51,0.8,16.0%,19.8%,,,0.9,13.2%,15.1%
2012 Wimbledon R128,W vs Golding,48,27,1.8,17.0%,9.5%,38,24,1.6,15.6%,9.9%,,,1.1,15.2%,14.1%
2011 US Open R128,L vs Ferrer,23,53,0.4,11.4%,26.2%,20,50,0.4,10.8%,26.9%,8.1%,2.7%,0.5,9.9%,18.8%
2011 Wimbledon R64,L vs Tomic,50,41,1.2,17.4%,14.3%,39,33,1.2,15.2%,12.8%,11.3%,2.7%,1.9,15.3%,8.0%
2011 Roland Garros R64,L vs Tsonga,13,25,0.5,6.4%,12.4%,11,24,0.5,6.0%,13.1%,6.0%,0.0%,1.2,20.3%,16.3%
2011 Roland Garros R128,W vs Serra,26,21,1.2,16.8%,13.5%,20,21,1.0,13.8%,14.5%,9.7%,2.1%,0.3,5.8%,17.4%
2011 Australian Open R64,L vs Almagro,55,63,0.9,16.3%,18.6%,35,58,0.6,11.7%,19.5%,,,0.9,14.2%,15.1%
2010 Australian Open R128,L vs Federer,23,51,0.5,10.4%,23.1%,21,45,0.5,10.4%,22.4%,7.0%,3.5%,0.7,12.2%,18.1%
2008 US Open R16,L vs Federer,54,37,1.5,16.2%,11.1%,46,30,1.5,15.2%,9.9%,8.9%,3.3%,1.1,18.9%,18.0%
2008 Dubai QF,L vs Djokovic,4,16,0.3,4.9%,19.5%,3,15,0.2,3.8%,19.2%,3.8%,0.0%,1.5,19.5%,13.4%
2005 Moscow F,W vs Kiefer,41,32,1.3,19.9%,15.5%,31,31,1.0,17.3%,17.3%,10.6%,5.0%,1.1,16.0%,14.1%
2005 Palermo F,W vs Volandri,10,33,0.3,7.5%,24.6%,9,31,0.3,7.1%,24.6%,4.0%,1.6%,0.4,9.7%,22.4%
2004 Gstaad F,L vs Federer,23,39,0.6,11.4%,19.3%,20,36,0.6,10.6%,19.0%,6.9%,3.7%,1.2,15.8%,12.9%
Career (13 matches),,435,496,0.9,14.7%,16.8%,334,449,0.7,12.6%,17.0%,5.7%,1.9%,0.9,14.5%,15.4%
