Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2013 Wimbledon R128,L vs Kubot,75% (6/8),67% (2/3),0/0,0/0,36% (4/11),1/4,0/1,- (0/0),- (0/0)
2012 US Open R128,L vs Mathieu,66% (19/29),40% (6/15),2/4,0/2,38% (3/8),0/3,0/1,44% (4/9),10% (1/10)
2012 Los Angeles R16,L vs Berankis,80% (8/10),20% (1/5),0/0,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2012 Los Angeles R32,W vs Sela,63% (10/16),50% (2/4),2/2,1/1,0% (0/1),0/0,0/0,83% (5/6),40% (2/5)
2012 Gstaad R32,L vs Mathieu,45% (9/20),0% (0/7),0/0,0/0,50% (1/2),0/2,0/1,60% (3/5),17% (1/6)
2012 Stuttgart R32,L vs Haas,56% (9/16),100% (1/1),1/1,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2012 Wimbledon R64,L vs Istomin,68% (15/22),50% (2/4),1/1,0/0,56% (5/9),2/5,1/2,40% (2/5),20% (1/5)
2012 Wimbledon R128,W vs Golding,64% (18/28),29% (2/7),3/5,1/1,25% (1/4),1/2,0/0,62% (8/13),57% (8/14)
2012 Wimbledon R128,W vs Golding,62% (18/29),29% (2/7),3/5,1/1,25% (1/4),1/2,0/0,62% (8/13),57% (8/14)
2012 Madrid R64,W vs Ferrero,61% (11/18),25% (1/4),2/5,1/1,100% (5/5),2/2,0/0,100% (6/6),20% (1/5)
2012 Barcelona R32,L vs Raonic,38% (5/13),- (0/0),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2012 Casablanca SF,L vs Ramos,73% (8/11),11% (1/9),0/4,0/0,0% (0/2),0/2,0/1,50% (4/8),38% (3/8)
2012 Casablanca QF,W vs Garcia Lopez,89% (8/9),31% (4/13),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2012 Casablanca R16,W vs Istomin,67% (14/21),40% (4/10),2/2,1/1,89% (8/9),4/5,0/0,40% (2/5),20% (1/5)
2012 Casablanca R32,W vs Montanes,56% (9/16),60% (3/5),2/5,1/4,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2012 Dallas2 CH F,L vs Dancevic,73% (8/11),9% (1/11),0/2,0/0,67% (4/6),1/3,1/2,60% (3/5),17% (1/6)
2012 Dallas2 CH SF,W vs Phau,67% (10/15),22% (2/9),2/5,1/2,67% (4/6),3/3,0/0,100% (9/9),56% (5/9)
2012 Dallas2 CH QF,W vs Lacko,65% (11/17),100% (4/4),2/2,1/1,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2012 Dallas2 CH R16,W vs Cipolla,88% (7/8),83% (5/6),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2012 Buenos Aires QF,L vs Almagro,75% (6/8),67% (2/3),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2013 (1 matches),,75.0%,66.7%,-,-,36.4%,25.0%,0.0%,-,-
2012 (26 matches),,64.4%,33.9%,55.6%,58.3%,54.9%,44.6%,25.0%,66.4%,35.2%
2011 (14 matches),,62.4%,39.6%,65.6%,62.5%,53.2%,45.8%,55.0%,68.4%,30.8%
2008 (2 matches),,59.5%,11.8%,40.0%,-,38.5%,28.6%,0.0%,58.3%,41.7%
2005 (1 matches),,57.1%,62.5%,100.0%,100.0%,63.6%,50.0%,-,60.0%,80.0%
Career (45 matches),,63.5%,35.9%,59.2%,60.6%,52.9%,43.4%,39.0%,66.1%,35.9%
