Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,1,0,1,0.0%,0-3,0.0%,8-19,29.6%,0-0,-,1,46.2%,14.3%,6.3%,2.5%,68.8%,50.9%,36.0%,46.3%,31.5%,39.2%,0.59,R128 (Wimbledon)
2012,29,12,17,41.4%,33-37,47.1%,343-360,48.8%,8-12,40.0%,28,81.1%,18.3%,6.6%,3.4%,60.8%,73.2%,53.0%,65.2%,35.7%,50.1%,1.03,SF (Casablanca)
2011,45,17,28,37.8%,53-69,43.4%,580-625,48.1%,7-15,31.8%,42,78.5%,19.5%,5.7%,3.6%,60.0%,71.1%,50.5%,62.8%,35.8%,49.3%,0.96,R16 (8x)
2010,36,17,19,47.2%,43-46,48.3%,435-443,49.5%,7-8,46.7%,36,76.5%,22.3%,6.2%,3.8%,57.2%,70.3%,50.4%,61.8%,36.9%,49.7%,0.97,SF (2x)
2009,60,28,32,46.7%,73-81,47.4%,752-777,49.2%,10-15,40.0%,56,80.2%,19.7%,6.7%,3.6%,61.4%,71.4%,51.5%,63.8%,36.5%,49.8%,1.01,SF (3x)
2008,74,43,31,58.1%,106-85,55.5%,978-942,50.9%,20-17,54.1%,71,84.3%,18.5%,7.7%,3.1%,64.4%,72.8%,54.8%,66.4%,35.8%,51.0%,1.06,W (Dusseldorf)
2007,63,35,28,55.6%,92-77,54.4%,854-792,51.9%,11-15,42.3%,53,79.6%,22.4%,5.2%,2.3%,67.9%,68.1%,55.2%,64.0%,37.6%,50.6%,1.04,SF (Gstaad)
2006,27,14,13,51.9%,38-37,50.7%,372-363,50.6%,7-9,43.8%,26,78.8%,22.6%,5.1%,3.5%,64.4%,70.3%,50.4%,63.2%,37.4%,50.2%,1.02,F (Sydney)
2005,68,38,30,55.9%,93-80,53.8%,872-803,52.1%,13-13,50.0%,66,77.9%,26.0%,5.4%,2.7%,61.9%,69.1%,52.0%,62.6%,39.2%,50.8%,1.05,W (3x)
2004,57,29,28,50.9%,72-75,49.0%,714-729,49.5%,15-10,60.0%,51,77.0%,22.1%,6.0%,4.1%,60.5%,69.4%,51.4%,62.3%,37.3%,49.6%,0.99,F (2x)
2003,8,4,4,50.0%,10-9,52.6%,92-91,50.3%,2-1,66.7%,7,78.9%,25.6%,4.0%,4.5%,61.9%,69.6%,52.1%,63.0%,40.5%,51.5%,1.09,QF (Moscow)
Career,468,237,231,50.6%,613-599,50.6%,6000-5944,50.2%,100-115,46.5%,437,79.5%,21.4%,6.1%,3.3%,62.3%,70.5%,52.3%,63.6%,37.0%,50.2%,1.02,
