Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,47.1%,16.7%,0.0%,9.1%,69.1%,57.9%,26.5%,48.2%,35.1%,41.6%,0.68,R32 (2x)
2025,25,8,17,32.0%,18-40,31.0%,232-311,42.7%,2-1,66.7%,25,50.0%,35.8%,0.3%,6.5%,67.1%,53.9%,41.8%,49.9%,43.7%,46.9%,0.87,QF (3x)
2024,30,9,21,30.0%,18-43,29.5%,213-304,41.2%,0-0,-,0,,,,,,,,,,,,QF (2x)
2023,29,4,25,13.8%,13-51,20.3%,223-347,39.1%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
2022,40,15,25,37.5%,34-56,37.8%,382-445,46.2%,2-5,28.6%,0,,,,,,,,,,,,SF (2x)
2021,19,3,16,15.8%,9-32,22.0%,130-214,37.8%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
2020,16,7,9,43.8%,14-18,43.8%,138-152,47.6%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
2019,28,13,15,46.4%,32-34,48.5%,290-310,48.3%,2-0,100.0%,0,,,,,,,,,,,,F (W25 Makinohara)
2018,31,10,21,32.3%,26-45,36.6%,292-358,44.9%,4-2,66.7%,1,50.0%,35.7%,2.1%,6.2%,61.9%,46.7%,48.6%,47.4%,45.9%,46.6%,0.87,SF (Tsukuba $25K)
2017,27,8,19,29.6%,20-41,32.8%,238-313,43.2%,4-1,80.0%,0,,,,,,,,,,,,QF (Nanao $25K)
2016,16,4,12,25.0%,13-26,33.3%,163-212,43.5%,3-2,60.0%,0,,,,,,,,,,,,R16 (4x)
2015,19,4,15,21.1%,8-31,20.5%,141-223,38.7%,2-1,66.7%,0,,,,,,,,,,,,R16 (4x)
2014,18,9,9,50.0%,19-21,47.5%,164-184,47.1%,3-0,100.0%,0,,,,,,,,,,,,QF (2x)
2013,5,2,3,40.0%,5-6,45.5%,50-47,51.5%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2012,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Miyazaki 10K)
Career,306,96,210,31.4%,229-450,33.7%,2672-3456,43.6%,23-18,56.1%,28,49.8%,34.7%,0.3%,6.6%,67.0%,53.8%,41.4%,49.7%,43.3%,46.6%,0.86,
