Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,2,0,2,0.0%,0-4,0.0%,15-25,37.5%,0-1,0.0%,2,68.4%,10.0%,7.9%,7.1%,54.8%,58.0%,50.9%,54.8%,30.6%,42.9%,0.68,R32 (2x)
2023,8,5,3,62.5%,11-9,55.0%,93-89,51.1%,1-0,100.0%,8,73.9%,27.0%,7.0%,5.1%,57.1%,69.8%,48.6%,60.7%,40.4%,50.2%,1.03,SF (Salzburg)
2022,4,1,3,25.0%,5-7,41.7%,49-61,44.5%,1-0,100.0%,4,69.6%,17.0%,5.2%,3.8%,61.3%,65.9%,48.9%,59.3%,34.8%,47.8%,0.86,R16 (Split)
2021,35,16,19,45.7%,34-42,44.7%,376-381,49.7%,5-9,35.7%,35,75.1%,24.3%,7.0%,3.4%,61.8%,68.9%,49.4%,61.5%,39.1%,50.3%,1.02,W (Split 1)
2020,17,9,8,52.9%,23-17,57.5%,212-194,52.2%,4-5,44.4%,17,80.5%,23.9%,9.5%,2.8%,65.5%,70.8%,52.3%,64.4%,37.5%,50.8%,1.05,SF (Biella)
2019,56,35,21,62.5%,79-50,61.2%,685-590,53.7%,11-10,52.4%,55,80.3%,26.6%,8.1%,3.1%,63.9%,70.4%,53.5%,64.3%,39.9%,51.9%,1.12,W (Leon)
2018,45,25,20,55.6%,55-44,55.6%,488-483,50.3%,11-5,68.8%,45,79.3%,19.9%,8.5%,2.6%,64.9%,72.3%,50.1%,64.5%,37.1%,50.7%,1.04,F (3x)
2017,49,26,23,53.1%,64-52,55.2%,596-529,53.0%,9-9,50.0%,49,80.5%,25.2%,8.1%,3.5%,62.5%,70.9%,52.5%,64.0%,39.5%,51.7%,1.10,W (Tallahassee)
2016,38,17,21,44.7%,44-47,48.4%,459-442,50.9%,5-12,29.4%,38,76.3%,25.9%,6.0%,3.1%,65.6%,67.8%,50.7%,61.9%,39.4%,50.6%,1.03,F (Perugia)
2015,47,28,19,59.6%,67-48,58.3%,589-501,54.0%,5-8,38.5%,47,80.6%,27.0%,7.9%,4.0%,62.2%,71.0%,53.4%,64.4%,39.6%,51.9%,1.11,W (Santos)
2014,52,36,16,69.2%,75-48,61.0%,640-561,53.3%,12-6,66.7%,52,78.0%,27.6%,5.6%,3.6%,62.3%,69.2%,51.8%,62.6%,40.9%,51.7%,1.09,W (Guangzhou)
2013,30,18,12,60.0%,40-28,58.8%,361-297,54.9%,2-8,20.0%,30,80.8%,29.4%,6.7%,3.8%,58.4%,70.6%,53.4%,63.4%,40.9%,52.3%,1.12,F (Rio de Janeiro)
2012,4,3,1,75.0%,6-4,60.0%,51-51,50.0%,2-1,66.7%,4,76.0%,22.4%,4.1%,4.7%,59.7%,72.9%,47.4%,62.6%,38.8%,50.5%,1.04,SF (Marbella)
2008,1,0,1,0.0%,1-2,33.3%,13-17,43.3%,0-0,-,0,,,,,,,,,,,,R32 (Ljubljana)
Career,388,219,169,56.4%,504-402,55.6%,4627-4221,52.3%,68-74,47.9%,386,78.8%,25.4%,7.3%,3.4%,62.8%,70.1%,51.8%,63.3%,39.4%,51.3%,1.07,
