Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,72,31,41,43.1%,70-92,43.2%,701-767,47.8%,5-5,50.0%,21,37.5%,12.5%,2.1%,4.0%,61.8%,59.7%,45.7%,54.4%,42.1%,48.1%,0.92
Clay,65,26,39,40.0%,67-78,46.2%,634-676,48.4%,5-10,33.3%,14,57.7%,22.2%,1.0%,3.6%,68.5%,56.0%,44.3%,52.3%,42.6%,47.3%,0.89
Grass,6,1,5,16.7%,2-10,16.7%,39-68,36.4%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,20,3,17,15.0%,8-34,19.0%,146-239,37.9%,2-1,66.7%,0,,,,,,,,,,,
Premiers,6,2,4,33.3%,5-8,38.5%,48-60,44.4%,0-1,0.0%,1,-,-,0.0%,1.4%,69.4%,60.0%,45.5%,55.6%,35.4%,46.0%,0.80
Internationals,95,41,54,43.2%,98-114,46.2%,929-995,48.3%,8-11,42.1%,32,52.9%,20.0%,1.8%,3.8%,64.5%,57.7%,45.4%,53.3%,42.5%,47.8%,0.91
Finals,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,2-2,50.0%,22-14,61.1%,0-0,-,0,,,,,,,,,,,
Quarter-finals,11,2,9,18.2%,6-18,25.0%,80-126,38.8%,1-0,100.0%,5,-,-,2.0%,3.1%,61.6%,53.0%,45.1%,50.0%,35.2%,42.4%,0.70
vs Righties,128,52,76,40.6%,126-161,43.9%,1243-1360,47.8%,10-16,38.5%,33,52.9%,20.0%,1.5%,3.7%,65.4%,58.2%,45.6%,53.8%,42.7%,48.1%,0.93
vs Lefties,10,2,8,20.0%,4-16,20.0%,69-107,39.2%,0-0,-,2,-,-,5.0%,5.0%,48.0%,54.2%,38.5%,46.0%,31.2%,38.9%,0.58
vs Top 10,7,0,7,0.0%,1-14,6.7%,36-86,29.5%,0-0,-,3,-,-,2.9%,3.4%,53.4%,45.2%,46.9%,46.0%,37.3%,41.9%,0.69
