Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,7,1,6,14.3%,1,1,0,100.0%,2009,2015,R64,0,,,,,,,,,,
Roland Garros,7,Clay,7,0,7,0.0%,0,0,0,-,2009,2015,R128,1,0.95,1.1%,1.1%,78.4%,58.0%,47.4%,55.7%,42.2%,50.0%,40.0%
Wimbledon,7,Grass,9,2,7,22.2%,1,0,1,0.0%,2009,2015,R64,0,,,,,,,,,,
US Open,7,Hard,13,5,8,38.5%,4,2,2,50.0%,2009,2015,R64,0,,,,,,,,,,
Fed Cup,7,,19,11,8,57.9%,3,0,3,0.0%,2008,2014,,0,,,,,,,,,,
Linz,9,Hard,15,6,9,40.0%,1,0,1,0.0%,2003,2015,QF,4,0.97,4.0%,2.2%,54.6%,57.7%,51.6%,54.9%,43.5%,45.7%,38.5%
Bad Gastein,8,Clay,20,12,8,60.0%,3,2,1,66.7%,2008,2015,F,5,0.88,0.7%,3.0%,68.4%,58.7%,42.7%,53.6%,40.8%,42.9%,31.6%
Bogota,6,Clay,11,5,6,45.5%,4,2,2,50.0%,2009,2015,SF,2,0.83,0.0%,4.7%,68.8%,58.1%,45.3%,54.1%,38.0%,60.7%,41.7%
Miami,4,Hard,9,5,4,55.6%,1,1,0,100.0%,2009,2014,R64,4,1.13,0.3%,3.8%,66.6%,64.1%,50.0%,59.4%,45.8%,61.1%,37.5%
Acapulco,4,Clay,4,0,4,0.0%,1,0,1,0.0%,2009,2012,R32,0,,,,,,,,,,
Kuala Lumpur,3,Hard,7,4,3,57.1%,0,0,0,-,2013,2015,QF,4,1.00,3.6%,3.2%,66.9%,63.8%,48.4%,58.7%,41.4%,58.3%,24.4%
