Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Roland Garros,12,Clay,21,9,12,42.9%,4,3,1,75.0%,1975,1988,R16,0,,,,,,,,,,
Wimbledon,9,Grass,10,1,9,10.0%,3,2,1,66.7%,1975,1988,R32,0,,,,,,,,,,
US Open,11,Hard,16,5,11,31.3%,1,1,0,100.0%,1976,1988,R64,0,,,,,,,,,,
Fed Cup,12,,37,18,19,48.6%,4,2,2,50.0%,1975,1988,,0,,,,,,,,,,
Sao Paulo,6,Clay,17,13,4,76.5%,4,3,1,75.0%,1977,1986,W,0,,,,,,,,,,
Mahwah,6,Hard,9,3,6,33.3%,1,1,0,100.0%,1981,1987,R32,0,,,,,,,,,,
Lugano,5,Clay,15,11,4,73.3%,4,3,1,75.0%,1981,1986,QF,0,,,,,,,,,,
Perugia,5,Clay,13,8,5,61.5%,6,3,3,50.0%,1980,1984,R16,0,,,,,,,,,,
Amelia Island,5,Clay,11,6,5,54.5%,2,1,1,50.0%,1983,1987,R32,0,,,,,,,,,,
Toronto Futures,4,,13,7,6,53.8%,2,2,0,100.0%,1978,1981,QF,0,,,,,,,,,,
