Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1988,19,6,13,31.6%,13-27,32.5%,155-205,43.1%,2-2,50.0%,0,,,,,,,,,,,,QF (Barcelona)
1987,22,8,14,36.4%,19-30,38.8%,210-232,47.5%,4-1,80.0%,0,,,,,,,,,,,,F (Guaruja)
1986,28,12,16,42.9%,28-35,44.4%,274-286,48.9%,5-2,71.4%,0,,,,,,,,,,,,SF (Barcelona)
1985,29,12,17,41.4%,26-31,45.6%,253-251,50.2%,1-3,25.0%,0,,,,,,,,,,,,SF (2x)
1984,32,13,19,40.6%,29-36,44.6%,274-302,47.6%,5-3,62.5%,0,,,,,,,,,,,,SF (2x)
1983,25,5,20,20.0%,13-39,25.0%,177-270,39.6%,1-3,25.0%,0,,,,,,,,,,,,R16 (Ridgewood)
1982,61,35,26,57.4%,72-56,56.3%,581-526,52.5%,7-3,70.0%,0,,,,,,,,,,,,W (2x)
1981,64,42,22,65.6%,84-44,65.6%,654-478,57.8%,6-9,40.0%,0,,,,,,,,,,,,W (4x)
1980,32,22,10,68.8%,47-22,68.1%,341-242,58.5%,1-4,20.0%,0,,,,,,,,,,,,W (3x)
1979,9,3,6,33.3%,4-13,23.5%,54-91,37.2%,5-0,100.0%,0,,,,,,,,,,,,QF (Gstaad)
1978,27,11,16,40.7%,24-38,38.7%,246-300,45.1%,2-1,66.7%,0,,,,,,,,,,,,F (San Diego Futures)
1977,16,7,9,43.8%,13-19,40.6%,128-158,44.8%,2-0,100.0%,0,,,,,,,,,,,,W (Buenos Aires)
1976,15,4,11,26.7%,8-22,26.7%,90-158,36.3%,0-2,0.0%,0,,,,,,,,,,,,QF (Fort Myers Futures)
1975,5,3,2,60.0%,7-4,63.6%,49-46,51.6%,0-0,-,0,,,,,,,,,,,,F (Mexico City Pan-Am Games)
Career,384,183,201,47.7%,387-416,48.2%,3486-3545,49.6%,41-33,55.4%,0,,,,,,,,,,,,
