Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1988,3,2,1,66.7%,4-3,57.1%,31-29,51.7%,0-0,-,0,,,,,,,,,,,,QF (ITF Sao Paulo)
1987,3,2,1,66.7%,4-2,66.7%,29-23,55.8%,0-0,-,0,,,,,,,,,,,,QF (ITF Schenectady)
1986,4,3,1,75.0%,6-2,75.0%,42-27,60.9%,1-0,100.0%,0,,,,,,,,,,,,SF (Lyon)
1985,5,5,0,100.0%,10-0,100.0%,61-22,73.5%,0-1,0.0%,0,,,,,,,,,,,,W (Chiba)
1984,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R16 (ITF Taranto)
1983,3,2,1,66.7%,3-3,50.0%,29-29,50.0%,1-0,100.0%,0,,,,,,,,,,,,QF (ITF Freiburg)
1982,11,9,2,81.8%,17-6,73.9%,121-85,58.7%,2-0,100.0%,0,,,,,,,,,,,,W (Ogden Futures)
1981,11,6,5,54.5%,14-12,53.8%,125-110,53.2%,1-1,50.0%,0,,,,,,,,,,,,QF (Toronto Futures)
1980,13,6,7,46.2%,12-12,50.0%,106-102,51.0%,1-2,33.3%,0,,,,,,,,,,,,
1979,19,9,10,47.4%,16-19,45.7%,150-159,48.5%,2-2,50.0%,0,,,,,,,,,,,,F (Atlanta Futures)
Career,73,44,29,60.3%,86-61,58.5%,703-599,54.0%,8-6,57.1%,0,,,,,,,,,,,,
