Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Haddad Maia,82.4,85.3,4.0,89.5,82.7,94,75,73.9,4.1,74.7,77.0,80,64
2024 US Open R128,W vs Noel,81.7,84.8,3.6,91.0,85.0,91,75,74.8,4.8,66.0,75.0,80,66
2024 Wimbledon R128,L vs Paolini,84.5,90.3,6.0,96.7,88.8,102,80,74.6,3.4,,78.0,80,63
2023 US Open R64,L vs Wang,83.6,86.3,7.3,82.6,88.5,97,66,76.0,3.7,72.0,75.0,84,69
2023 US Open R128,W vs Kalinina,86.0,92.0,5.5,97.0,88.3,105,75,75.3,3.5,76.5,72.0,84,69
2023 Wimbledon R64,L vs Swiatek,93.9,97.6,6.1,100.0,96.3,107,82,84.9,3.2,,89.0,89,79
2022 US Open R128,L vs Hruncakova,87.8,92.1,5.9,96.7,91.5,106,75,76.5,2.9,,72.0,81,70
2021 US Open R32,L vs Raducanu,85.1,88.0,6.8,91.2,85.8,103,75,76.7,3.4,78.0,77.5,81,68
2021 US Open R64,W vs Hsieh,86.8,90.3,7.4,94.0,88.5,106,75,76.2,3.4,,79.0,81,69
2021 US Open R128,W vs Muchova,88.4,93.0,6.0,96.6,91.6,109,81,78.3,3.9,72.0,75.0,85,69
2021 Wimbledon R64,L vs Kerber,84.5,89.7,7.3,89.9,88.8,106,72,75.9,2.8,74.0,78.3,82,70
2019 Wimbledon R128,L vs Wozniacki,88.8,96.1,7.4,,91.5,105,80,80.1,3.1,79.5,79.0,86,76
2019 Roland Garros R64,L vs Stephens,85.4,86.5,3.3,,,93,78,81.3,4.1,,,86,72
2017 US Open R128,L vs Nara,87.9,89.9,6.3,97.3,88.5,102,76,76.5,4.4,,,81,70
2017 Australian Open R128,L vs Pliskova,87.6,91.6,7.9,92.0,94.0,102,72,77.8,4.5,78.0,80.0,85,70
2016 Roland Garros R128,L vs Pavlyuchenkova,84.6,89.3,4.9,,,98,78,77.3,2.7,,,82,72
Career (16 matches),,85.9,89.8,6.1,93.3,89.3,109,66,76.9,3.5,74.9,77.3,89,63
