Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Linz R16,L vs Muchova,4.7,4.6,4.8,48.1%,45.2%,33.3%,16.7%,52.0%,38.3%,1.5,1.6,-5.0,-9.3
2024 Merida QF,L vs Korneeva,4.9,6.5,4.0,39.2%,35.9%,46.2%,50.0%,57.3%,41.0%,0.0,0.0,-0.5,-0.9
2024 Merida R32,W vs Sanchez,8.0,7.9,8.2,61.9%,73.3%,72.2%,62.1%,65.2%,25.7%,8.0,4.4,1.5,2.1
2024 Beijing R128,W vs Gao,7.1,7.4,6.7,54.8%,47.7%,47.8%,52.9%,52.5%,49.9%,9.5,2.6,2.0,1.1
2024 US Open R128,W vs Noel,6.6,7.1,6.2,65.6%,50.0%,78.9%,55.0%,56.8%,26.8%,6.0,3.7,5.0,5.4
2024 Budapest R32,W vs Topalova,8.8,8.5,9.0,56.5%,45.5%,56.1%,50.0%,47.7%,51.2%,11.5,4.1,-2.0,-1.2
2024 Wimbledon R128,L vs Paolini,4.6,4.5,4.7,53.7%,42.1%,31.3%,21.4%,53.4%,40.7%,2.5,2.1,-9.5,-14.4
2024 Roland Garros R128,L vs Andreescu,5.2,4.7,5.9,43.2%,43.6%,39.1%,25.0%,62.8%,18.5%,-6.0,-4.4,5.5,8.0
2024 Madrid R16,L vs Swiatek,5.9,5.2,6.7,37.0%,10.5%,23.5%,38.5%,43.8%,20.4%,-2.5,-3.2,-9.0,-11.5
2024 Madrid R32,W vs Azarenka,8.1,8.4,7.8,61.5%,47.2%,60.0%,50.8%,57.4%,28.5%,10.5,3.3,15.0,8.6
2024 Miami R128,L vs Rus,8.3,9.7,6.9,28.6%,16.7%,52.6%,48.7%,46.9%,29.3%,6.5,3.9,-3.5,-2.5
2024 Australian Open R128,L vs Korneeva,6.4,6.9,6.0,47.2%,36.4%,51.3%,43.2%,53.4%,38.2%,0.0,0.0,-0.5,-0.4
2024 United Cup RR,L vs Swiatek,5.7,6.7,4.6,38.6%,42.9%,27.8%,29.4%,55.0%,33.9%,-7.0,-5.6,0.5,0.7
2023 Beijing R64,L vs Swiatek,5.0,4.4,6.0,56.8%,30.8%,40.0%,35.7%,51.5%,30.4%,-8.0,-7.1,-2.5,-3.3
2023 US Open R128,W vs Kalinina,6.6,6.8,6.3,54.3%,60.7%,68.0%,34.3%,56.5%,43.7%,13.0,6.7,-0.5,-0.6
2023 Cleveland F,W vs Alexandrova,4.5,5.1,3.9,55.2%,53.3%,33.3%,45.0%,54.0%,38.0%,0.0,0.0,-6.0,-6.2
2023 Wimbledon R64,L vs Swiatek,5.8,5.0,6.9,40.5%,10.5%,27.3%,35.7%,48.5%,51.5%,-10.0,-11.0,-4.5,-9.2
2023 Roland Garros R16,L vs Haddad Maia,6.4,6.1,6.7,49.4%,41.9%,44.9%,58.5%,51.3%,36.5%,17.5,5.6,-1.5,-0.8
2023 Roland Garros R64,W vs Martic,5.2,5.2,5.2,57.8%,45.2%,63.6%,76.9%,50.4%,31.9%,15.0,13.8,5.0,6.6
2023 Roland Garros R128,W vs Burel,6.2,6.3,5.9,59.3%,56.7%,51.5%,48.5%,62.1%,44.8%,20.0,8.5,-1.5,-1.9
Career (54 matches),,6.3,6.4,6.1,50.4%,46.9%,48.2%,47.6%,54.5%,42.9%,5.3,2.7,-0.8,-0.8
