Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Linz R16,L vs Muchova,0.0%,-,3.7%,75.0%,6.6%,8.7%,25.0%,2.9%,11.1%,1.0%,50.0%,-177,-148
2024 Merida QF,L vs Korneeva,7.0%,33.3%,10.9%,53.8%,4.8%,5.0%,0.0%,2.9%,0.0%,0.9%,50.0%,-184,-189
2024 Merida R32,W vs Sanchez,8.9%,50.0%,21.7%,72.2%,4.8%,9.7%,0.0%,1.9%,14.3%,0.7%,50.0%,-133,-125
2024 Beijing R128,W vs Gao,6.1%,33.3%,12.8%,67.6%,4.0%,5.8%,0.0%,5.4%,22.7%,3.0%,20.8%,-165,-162
2024 US Open R128,W vs Noel,9.1%,75.0%,18.4%,68.4%,2.3%,1.7%,2.9%,5.5%,20.0%,0.7%,100.0%,-122,-108
2024 Budapest R32,W vs Topalova,4.0%,100.0%,12.8%,79.2%,4.2%,7.0%,0.0%,3.8%,14.3%,1.6%,41.7%,-149,-150
2024 Wimbledon R128,L vs Paolini,6.6%,50.0%,8.1%,45.5%,5.8%,7.1%,0.0%,4.2%,0.0%,1.2%,100.0%,-123,-108
2024 Roland Garros R128,L vs Andreescu,0.0%,-,4.2%,60.0%,4.6%,0.0%,0.0%,13.3%,33.3%,0.4%,100.0%,-179,-159
2024 Madrid R16,L vs Swiatek,0.0%,-,3.9%,33.3%,0.0%,0.0%,0.0%,3.1%,16.7%,1.0%,50.0%,-149,-140
2024 Madrid R32,W vs Azarenka,0.0%,-,8.8%,60.0%,4.5%,10.2%,2.6%,6.4%,22.6%,1.5%,77.8%,-182,-185
2024 Miami R128,L vs Rus,2.0%,100.0%,14.4%,66.7%,5.5%,11.5%,0.0%,2.6%,7.7%,1.0%,25.0%,-163,-150
2024 Australian Open R128,L vs Korneeva,0.0%,-,10.5%,76.5%,3.7%,2.6%,0.0%,4.0%,8.3%,1.1%,20.0%,-181,-174
2024 United Cup RR,L vs Swiatek,0.0%,-,1.0%,100.0%,3.2%,7.7%,0.0%,9.3%,25.0%,0.8%,0.0%,-155,-137
2023 Beijing R64,L vs Swiatek,3.0%,50.0%,3.6%,50.0%,5.0%,9.5%,0.0%,4.6%,20.0%,0.0%,-,-165,-103
2023 US Open R128,W vs Kalinina,1.5%,0.0%,10.4%,64.3%,4.3%,14.3%,0.0%,4.8%,20.0%,0.5%,50.0%,-181,-173
2023 Cleveland F,W vs Alexandrova,1.1%,0.0%,4.2%,62.5%,2.7%,5.6%,0.0%,5.0%,18.2%,0.6%,0.0%,-173,-140
2023 Wimbledon R64,L vs Swiatek,4.4%,50.0%,13.6%,45.5%,0.0%,0.0%,0.0%,2.5%,8.3%,1.0%,0.0%,-174,-128
2023 Roland Garros R16,L vs Haddad Maia,0.8%,0.0%,12.1%,66.7%,9.8%,14.3%,0.0%,2.6%,10.0%,1.6%,18.2%,-142,-129
2023 Roland Garros R64,W vs Martic,1.7%,0.0%,6.3%,85.7%,12.9%,18.2%,0.0%,8.8%,40.0%,1.3%,33.3%,-126,-108
2023 Roland Garros R128,W vs Burel,1.1%,100.0%,20.0%,64.5%,6.9%,4.9%,0.0%,4.3%,33.3%,1.0%,75.0%,-132,-96
Career (54 matches),,2.6%,65.7%,10.3%,67.5%,5.4%,7.7%,2.5%,4.9%,17.3%,1.0%,39.4%,-143,-130
