Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
21-Aug-2023,Cleveland,Hard,F,95,22,(LL) Sorribes Tormo d. (4) Ekaterina Alexandrova [RUS],3-6 6-4 6-4,1.09,0.0%,4.4%,75.6%,55.9%,54.5%,4/9,2:27
15-May-2023,W100 Madrid,Clay,F,155,138,Olga Danilovic [SRB] d. Sorribes Tormo,6-2 6-3,,,,,,,,
08-Mar-2021,Guadalajara,Hard,F,71,144,(4) Sorribes Tormo d. (WC) Eugenie Bouchard [CAN],6-2 7-5,1.16,0.0%,1.3%,65.4%,51.0%,59.3%,9/12,1:55
14-Sep-2020,W80 Cagnes-sur-Mer,Clay,F,78,163,(1) Sorribes Tormo d. Irina Bara [ROU],6-3 6-4,,,,,,,,
12-Aug-2019,W100 Vancouver,Hard,F,89,110,(6) Heather Watson [GBR] d. (3) Sorribes Tormo,7-5 6-4,,,,,,,,
29-Jul-2019,W25 Bad Saulgau,Clay,F,96,339,Sorribes Tormo d. Katharina Gerlach [GER],7-6(4) 6-1,,,,,,,,
03-Jun-2019,Bol,Clay,F,75,60,(1) Tamara Zidansek [SLO] d. (2) Sorribes Tormo,7-5 7-5,0.90,0.0%,9.3%,68.6%,52.5%,11.1%,8/18,2:20
15-Oct-2018,Santa Margherita Di Pula $25K,Clay,F,91,336,Sorribes Tormo d. Amina Anshba [RUS],6-4 6-3,,,,,,,,
09-Jul-2018,Contrexeville $100K,Clay,F,102,93,Stefanie Voegele [SUI] d. Sorribes Tormo,6-4 6-2,,,,,,,,
11-Jun-2018,Manchester $100K,Grass,F,114,180,Ons Jabeur [TUN] d. Sorribes Tormo,6-2 6-1,,,,,,,,
