Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Linz R16,L vs Muchova,86.3%,36.4%,9.8%,4/1,2.70,6.8%,78.8%,34.6%,9.1%,2.70,8.3%,100.0%,38.9%,11.1%,2.73,0.0%
2024 Merida QF,L vs Korneeva,82.9%,46.0%,7.9%,4/2,2.41,2.4%,82.1%,43.8%,2.6%,2.26,3.3%,93.9%,48.4%,15.2%,2.77,0.0%
2024 Merida R32,W vs Sanchez,84.2%,68.8%,2.6%,1/0,2.74,2.6%,95.5%,66.7%,4.5%,2.73,3.7%,91.7%,72.7%,0.0%,2.75,0.0%
2024 Beijing R128,W vs Gao,88.9%,51.0%,5.1%,4/2,2.56,0.0%,87.5%,49.2%,5.6%,2.51,0.0%,97.6%,53.7%,4.8%,2.72,0.0%
2024 US Open R128,W vs Noel,91.5%,57.4%,3.4%,1/1,2.73,23.5%,91.2%,48.4%,2.9%,2.65,27.3%,100.0%,69.6%,4.3%,2.85,16.7%
2024 Budapest R32,W vs Topalova,93.3%,53.0%,1.1%,1/0,2.25,0.0%,93.8%,48.3%,1.6%,2.29,0.0%,100.0%,65.2%,0.0%,2.03,0.0%
2024 Wimbledon R128,L vs Paolini,87.8%,46.2%,2.7%,1/1,2.46,0.0%,84.3%,39.5%,3.9%,2.46,0.0%,100.0%,59.1%,0.0%,2.46,0.0%
2024 Roland Garros R128,L vs Andreescu,100.0%,41.5%,22.6%,12/0,2.64,0.0%,100.0%,47.4%,18.4%,2.63,0.0%,100.0%,26.7%,33.3%,2.65,0.0%
2024 Madrid R16,L vs Swiatek,86.8%,30.3%,15.8%,3/3,3.04,0.0%,83.3%,30.0%,20.8%,3.08,0.0%,100.0%,30.8%,7.7%,2.82,0.0%
2024 Madrid R32,W vs Azarenka,92.3%,54.2%,3.8%,1/2,2.88,1.2%,92.7%,49.0%,3.6%,2.85,1.5%,100.0%,66.7%,4.8%,2.98,0.0%
2024 Miami R128,L vs Rus,82.7%,34.9%,3.8%,2/0,2.46,0.0%,77.8%,35.7%,5.6%,2.41,0.0%,93.8%,33.3%,0.0%,2.59,0.0%
2024 Australian Open R128,L vs Korneeva,89.9%,47.5%,3.4%,1/2,2.76,0.0%,89.1%,46.3%,4.3%,2.79,0.0%,100.0%,48.7%,2.6%,2.70,0.0%
2024 United Cup RR,L vs Swiatek,85.7%,33.3%,8.2%,2/2,2.41,0.0%,80.0%,33.3%,6.7%,2.50,0.0%,94.7%,33.3%,10.5%,2.08,0.0%
2023 Beijing R64,L vs Swiatek,93.3%,47.6%,4.4%,0/2,2.73,0.0%,96.9%,48.4%,3.1%,2.84,0.0%,91.7%,45.5%,8.3%,2.50,0.0%
2023 US Open R128,W vs Kalinina,84.6%,61.8%,7.7%,3/2,2.21,3.4%,88.6%,56.4%,6.8%,2.34,5.1%,100.0%,75.0%,12.5%,1.96,0.0%
2023 Cleveland F,W vs Alexandrova,71.3%,48.6%,3.0%,2/1,2.55,1.4%,78.3%,46.8%,3.3%,2.55,1.9%,92.6%,52.0%,3.7%,2.56,0.0%
2023 Wimbledon R64,L vs Swiatek,86.1%,25.8%,5.6%,2/0,2.53,0.0%,91.3%,19.0%,0.0%,2.53,0.0%,83.3%,40.0%,16.7%,2.53,0.0%
2023 Roland Garros R16,L vs Haddad Maia,90.5%,50.5%,8.6%,9/1,2.74,4.5%,93.8%,47.4%,6.2%,2.85,6.4%,100.0%,58.6%,17.2%,2.47,0.0%
2023 Roland Garros R64,W vs Martic,86.3%,77.3%,5.9%,2/1,2.70,0.0%,81.5%,68.2%,3.7%,2.52,0.0%,95.7%,86.4%,8.7%,3.28,0.0%
2023 Roland Garros R128,W vs Burel,95.2%,57.6%,3.2%,2/0,2.27,4.3%,98.0%,58.3%,2.0%,2.11,6.1%,91.7%,54.5%,8.3%,2.65,0.0%
Career (54 matches),,86.2%,50.4%,5.0%,68.7%,2.49,2.8%,87.7%,48.0%,4.4%,2.49,3.4%,94.8%,55.2%,7.1%,2.48,1.1%
