Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,159,77,82,48.4%,177-190,48.2%,1617-1694,48.8%,10-19,34.5%,152,54.6%,42.7%,0.7%,6.1%,68.2%,56.2%,41.3%,51.5%,46.8%,49.1%,0.96
Clay,115,60,55,52.2%,132-122,52.0%,1172-1147,50.5%,15-8,65.2%,113,52.6%,48.2%,0.5%,7.8%,68.7%,56.1%,39.1%,50.8%,48.9%,49.9%,0.99
Grass,24,9,15,37.5%,21-31,40.4%,219-260,45.7%,2-1,66.7%,24,55.7%,35.9%,1.1%,5.6%,61.6%,58.2%,44.2%,52.8%,43.0%,47.9%,0.91
Grand Slams,42,14,28,33.3%,34-57,37.4%,360-454,44.2%,4-3,57.1%,42,49.2%,40.6%,0.6%,6.8%,65.1%,54.6%,37.9%,48.8%,45.3%,47.1%,0.88
Premiers,46,24,22,52.2%,55-52,51.4%,486-478,50.4%,2-5,28.6%,44,55.8%,45.2%,0.5%,4.6%,70.5%,55.3%,44.5%,52.1%,47.6%,49.9%,1.00
Internationals,161,83,78,51.6%,186-179,51.0%,1666-1656,50.2%,17-13,56.7%,160,54.2%,45.7%,0.6%,7.6%,67.2%,57.1%,40.4%,51.6%,47.9%,49.8%,0.99
Finals,2,2,0,100.0%,4-1,80.0%,28-21,57.1%,0-0,-,2,66.7%,48.0%,0.0%,3.0%,70.8%,53.8%,57.1%,54.8%,50.3%,52.6%,1.11
Semi-finals,9,2,7,22.2%,6-13,31.6%,81-104,43.8%,1-1,50.0%,9,58.2%,29.3%,0.5%,6.4%,68.2%,59.0%,39.7%,52.9%,40.8%,46.8%,0.87
Quarter-finals,30,8,22,26.7%,24-45,34.8%,279-342,44.9%,3-3,50.0%,29,45.8%,45.3%,0.4%,6.1%,69.9%,53.7%,37.1%,48.7%,47.0%,47.8%,0.92
vs Righties,266,132,134,49.6%,297-305,49.3%,2687-2763,49.3%,25-25,50.0%,257,53.7%,44.4%,0.6%,6.9%,67.8%,56.2%,40.6%,51.2%,47.3%,49.3%,0.97
vs Lefties,30,14,16,46.7%,32-34,48.5%,307-314,49.4%,2-3,40.0%,29,56.4%,42.7%,1.2%,5.5%,67.6%,57.3%,41.9%,52.3%,46.9%,49.6%,0.98
vs Top 10,21,2,19,9.5%,8-38,17.4%,155-262,37.2%,0-6,0.0%,19,40.0%,34.0%,0.4%,5.3%,70.7%,48.2%,38.3%,45.3%,42.8%,44.1%,0.78
