Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Linz R16,L vs Muchova,22% (2/9),50% (1/2),0/3,50% (4/8),0% (0/4),0/1,0/0,0/1,0/0,0/0
2024 Merida QF,L vs Korneeva,50% (4/8),50% (2/4),1/5,75% (6/8),0% (0/6),0/2,0/0,1/2,0/0,0/0
2024 Merida R32,W vs Sanchez,86% (6/7),100% (6/6),2/2,38% (3/8),33% (1/3),5/5,1/2,0/0,1/1,0/0
2024 Beijing R128,W vs Gao,61% (11/18),73% (8/11),3/6,56% (10/18),40% (4/10),4/6,0/2,2/2,0/2,0/0
2024 US Open R64,L vs Haddad Maia,0% (0/7),- (0/0),0/4,88% (7/8),29% (2/7),0/0,0/0,0/1,0/0,0/1
2024 US Open R128,W vs Noel,75% (6/8),83% (5/6),1/1,25% (2/8),50% (1/2),3/4,1/2,0/0,1/1,0/0
2024 Budapest R32,W vs Topalova,60% (9/15),89% (8/9),3/7,50% (8/16),13% (1/8),7/8,2/2,2/2,1/1,1/1
2024 Wimbledon R128,L vs Paolini,55% (6/11),67% (4/6),2/5,70% (7/10),14% (1/7),3/4,0/0,1/2,0/0,0/0
2024 Roland Garros R128,L vs Andreescu,33% (3/9),100% (3/3),2/6,70% (7/10),0% (0/7),0/3,0/0,0/1,0/0,0/1
2024 Madrid R16,L vs Swiatek,14% (1/7),100% (1/1),0/6,100% (6/6),0% (0/6),0/1,0/0,0/0,0/0,0/0
2024 Madrid R32,W vs Azarenka,60% (6/10),83% (5/6),2/4,55% (6/11),33% (2/6),3/5,1/2,1/1,1/1,0/0
2024 Miami R128,L vs Rus,13% (1/8),0% (0/1),0/3,57% (4/7),0% (0/4),0/0,0/0,0/1,0/0,0/0
2024 Australian Open R128,L vs Korneeva,43% (6/14),100% (6/6),3/8,69% (9/13),11% (1/9),1/6,1/1,0/0,0/0,0/0
2024 United Cup RR,L vs Swiatek,25% (2/8),0% (0/2),0/3,86% (6/7),33% (2/6),0/0,0/0,0/1,0/0,0/0
2023 Beijing R64,L vs Swiatek,44% (4/9),100% (4/4),4/6,80% (8/10),13% (1/8),0/4,0/0,1/2,0/0,0/1
2023 US Open R64,L vs Wang,50% (8/16),88% (7/8),3/8,53% (8/15),0% (0/8),3/7,1/1,2/2,0/0,0/0
2023 US Open R128,W vs Kalinina,73% (8/11),100% (8/8),4/6,73% (8/11),25% (2/8),3/8,2/3,0/0,1/2,0/0
2023 Cleveland F,W vs Alexandrova,47% (7/15),86% (6/7),1/5,57% (8/14),38% (3/8),2/4,0/0,1/1,0/0,0/0
2023 Wimbledon R64,L vs Swiatek,14% (1/7),100% (1/1),1/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2023 Wimbledon R128,W vs Trevisan,50% (4/8),100% (4/4),0/0,38% (3/8),100% (3/3),3/3,1/1,0/0,0/0,0/0
2025 (1 matches),,22.2%,50.0%,0.0%,50.0%,0.0%,0.0%,-,0.0%,-,-
2024 (13 matches),,46.9%,78.7%,31.7%,62.3%,18.5%,59.1%,54.5%,53.8%,66.7%,33.3%
2023 (9 matches),,52.9%,94.4%,46.7%,66.7%,25.8%,46.7%,71.4%,70.0%,50.0%,33.3%
2022 (12 matches),,57.9%,85.7%,43.2%,48.4%,15.3%,50.0%,55.6%,33.3%,80.0%,0.0%
2021 (15 matches),,51.4%,83.7%,45.9%,60.6%,21.1%,56.2%,60.0%,65.6%,60.0%,73.3%
Career (220 matches),,54.1%,84.3%,44.3%,59.3%,18.0%,56.8%,59.8%,48.7%,74.6%,46.9%
