Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,5,8,38.5%,13-17,43.3%,142-152,48.3%,2-2,50.0%,13,66.9%,29.7%,5.8%,5.0%,61.4%,65.8%,44.6%,57.6%,42.4%,49.9%,1.00,F (Abu Dhabi)
2025,72,47,25,65.3%,104-59,63.8%,859-655,56.7%,6-13,31.6%,72,74.2%,39.3%,6.8%,6.0%,63.0%,69.3%,45.4%,60.4%,45.3%,52.8%,1.15,W (Linz)
2024,50,26,24,52.0%,62-58,51.7%,591-579,50.5%,9-10,47.4%,50,71.3%,29.9%,7.5%,7.4%,59.3%,69.6%,42.7%,58.7%,41.3%,50.0%,1.00,F (Linz)
2023,55,33,22,60.0%,72-51,58.5%,628-566,52.6%,14-7,66.7%,54,72.8%,31.9%,6.6%,9.0%,57.2%,69.4%,46.1%,59.4%,42.5%,51.1%,1.05,W (s Hertogenbosch)
2022,51,33,18,64.7%,73-48,60.3%,635-521,54.9%,9-8,52.9%,51,71.8%,38.4%,6.7%,8.3%,57.1%,70.8%,46.1%,60.2%,45.1%,52.4%,1.13,W (2x)
2021,47,25,22,53.2%,54-49,52.4%,519-473,52.3%,2-12,14.3%,45,69.8%,35.7%,7.2%,7.4%,57.5%,69.2%,44.1%,58.5%,43.3%,50.9%,1.04,F (Moscow)
2020,32,20,12,62.5%,44-30,59.5%,369-323,53.3%,2-4,33.3%,32,70.1%,37.9%,6.2%,6.1%,60.6%,68.3%,43.5%,58.5%,44.6%,51.4%,1.08,W (Shenzhen)
2019,59,35,24,59.3%,77-60,56.2%,690-607,53.2%,3-11,21.4%,59,70.5%,36.8%,8.3%,7.4%,57.4%,70.0%,44.5%,59.1%,44.9%,51.9%,1.10,W (Limoges)
2018,22,9,13,40.9%,23-28,45.1%,208-239,46.5%,3-2,60.0%,22,63.9%,29.5%,8.2%,8.0%,55.0%,67.7%,40.5%,55.5%,41.8%,48.6%,0.94,F (Linz)
2017,18,6,12,33.3%,17-26,39.5%,174-214,44.8%,2-1,66.7%,18,51.5%,37.0%,5.9%,8.4%,53.0%,65.6%,38.9%,53.1%,42.2%,47.6%,0.90,R16 (3x)
2016,7,3,4,42.9%,8-8,50.0%,82-78,51.2%,2-2,50.0%,7,75.3%,27.8%,8.0%,6.6%,55.2%,69.2%,48.7%,60.0%,41.2%,50.3%,1.03,R16 (2x)
Career,426,242,184,56.8%,547-434,55.8%,4897-4407,52.6%,54-72,42.9%,423,70.7%,35.1%,7.1%,7.4%,58.5%,69.2%,44.3%,58.9%,43.7%,51.2%,1.06,
