Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,L vs Gibson,0.0%,-,1.5%,100.0%,9.1%,0.0%,0.0%,8.5%,9.1%,0.0%,-,51,100
2026 Abu Dhabi F,L vs Bejlek,0.0%,-,6.8%,66.7%,8.5%,4.2%,9.1%,7.1%,13.3%,0.0%,-,15,-2
2026 Abu Dhabi QF,W vs Eala,0.0%,-,4.5%,83.3%,23.7%,45.2%,10.5%,18.2%,60.0%,0.0%,-,33,31
2025 Riyadh Finals RR,L vs Rybakina,0.0%,-,2.6%,100.0%,25.0%,22.2%,0.0%,17.4%,22.2%,0.0%,-,155,149
2025 Tokyo QF,L vs Kenin,0.0%,-,7.8%,66.7%,16.2%,28.6%,0.0%,10.3%,15.0%,0.0%,-,-35,-26
2025 Ningbo F,L vs Rybakina,0.0%,-,3.7%,83.3%,20.0%,28.6%,0.0%,7.4%,14.3%,0.0%,-,-50,-67
2025 Ningbo SF,W vs Shnaider,0.0%,-,3.7%,100.0%,11.4%,14.3%,4.3%,9.4%,12.5%,0.0%,-,-45,-18
2025 Wuhan R16,L vs Pegula,0.0%,-,4.4%,50.0%,10.9%,17.4%,50.0%,12.3%,15.8%,0.0%,-,67,79
2025 Wuhan R64,W vs Mboko,0.0%,-,5.2%,100.0%,11.5%,11.1%,0.0%,8.5%,20.8%,0.5%,0.0%,31,67
2025 Seoul F,L vs Swiatek,0.0%,-,3.4%,85.7%,22.0%,35.7%,0.0%,11.1%,28.6%,0.0%,-,11,32
2025 Seoul SF,W vs Siniakova,0.0%,-,7.5%,63.6%,19.6%,34.4%,0.0%,10.5%,16.7%,0.4%,0.0%,52,51
2025 Seoul R16,W vs Boisson,0.0%,-,6.1%,100.0%,10.4%,25.0%,0.0%,7.3%,20.0%,0.4%,0.0%,12,87
2025 Monterrey F,L vs Shnaider,0.0%,-,2.1%,75.0%,15.5%,20.0%,12.5%,11.8%,15.8%,0.4%,0.0%,77,104
2025 Hamburg R32,W vs Vedder,0.0%,-,9.0%,100.0%,33.3%,41.7%,0.0%,21.9%,50.0%,0.0%,-,169,163
2025 Bad Homburg QF,L vs Swiatek,0.0%,-,2.7%,75.0%,19.4%,46.7%,0.0%,11.3%,23.5%,1.0%,50.0%,7,19
2025 s Hertogenbosch SF,L vs Mertens,0.0%,-,10.8%,75.0%,21.6%,34.4%,0.0%,9.4%,20.0%,1.6%,50.0%,63,67
2025 Roland Garros R16,L vs Gauff,0.0%,-,4.9%,83.3%,11.5%,43.8%,0.0%,5.0%,4.5%,0.4%,0.0%,12,-11
2025 Stuttgart R16,W vs Andreeva,0.0%,-,3.0%,33.3%,13.8%,14.3%,100.0%,12.5%,28.6%,0.8%,0.0%,108,114
2025 Stuttgart R32,W vs Samsonova,0.0%,-,0.9%,100.0%,20.8%,35.3%,0.0%,14.6%,42.9%,0.8%,100.0%,-5,30
2025 Charleston SF,L vs Pegula,0.0%,-,10.2%,66.7%,18.8%,23.1%,0.0%,12.2%,15.8%,3.4%,18.2%,65,51
Last 52 Weeks (20 matches),,0.0%,-,5.3%,76.7%,16.5%,27.0%,9.8%,10.3%,19.5%,0.6%,26.9%,33,43
Career (97 matches),,0.0%,100.0%,4.7%,72.6%,17.3%,25.3%,15.7%,11.5%,22.8%,0.6%,36.0%,55,66
