Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,22,19,53.7%,53-41,56.4%,466-411,53.1%,4-6,40.0%,41,72.4%,33.6%,6.6%,6.2%,62.2%,68.5%,45.7%,59.9%,43.0%,51.5%,1.07
Clay,18,13,5,72.2%,28-10,73.7%,209-134,60.9%,2-2,50.0%,18,73.4%,48.2%,6.9%,5.5%,62.5%,68.6%,48.0%,60.9%,49.3%,54.8%,1.26
Grass,11,8,3,72.7%,17-8,68.0%,146-102,58.9%,1-4,20.0%,11,76.6%,42.0%,8.8%,6.6%,61.2%,73.0%,43.9%,61.7%,45.6%,53.7%,1.19
Grand Slams,13,9,4,69.2%,19-8,70.4%,144-98,59.5%,1-1,50.0%,13,68.9%,50.0%,7.0%,5.5%,66.1%,68.6%,40.9%,59.2%,49.6%,54.2%,1.22
Premiers,32,22,10,68.8%,48-24,66.7%,383-281,57.7%,3-5,37.5%,32,77.2%,37.8%,7.5%,5.6%,61.8%,69.4%,47.6%,61.1%,44.7%,53.0%,1.15
Internationals,7,5,2,71.4%,12-5,70.6%,98-66,59.8%,1-2,33.3%,7,71.6%,48.8%,7.1%,6.5%,56.9%,71.7%,44.4%,60.0%,49.4%,54.6%,1.23
Finals,4,0,4,0.0%,3-8,27.3%,45-59,43.3%,0-2,0.0%,4,68.6%,19.6%,4.2%,5.3%,60.9%,65.9%,42.6%,56.8%,36.6%,47.2%,0.85
Semi-finals,7,4,3,57.1%,9-7,56.3%,83-73,53.2%,1-1,50.0%,7,70.9%,34.2%,4.9%,5.8%,59.2%,64.3%,49.6%,58.3%,43.9%,51.1%,1.05
Quarter-finals,10,7,3,70.0%,16-8,66.7%,132-100,56.9%,2-3,40.0%,10,73.7%,40.7%,6.6%,5.4%,62.4%,69.4%,43.4%,59.6%,45.8%,52.8%,1.13
vs Righties,60,35,25,58.3%,81-55,59.6%,705-572,55.2%,7-11,38.9%,60,73.2%,37.0%,7.0%,6.0%,62.7%,69.1%,46.0%,60.5%,44.5%,52.3%,1.13
vs Lefties,8,6,2,75.0%,13-4,76.5%,92-65,58.6%,0-1,0.0%,8,72.5%,44.7%,7.8%,6.7%,58.8%,70.0%,42.9%,58.8%,47.5%,53.4%,1.15
vs Top 10,11,3,8,27.3%,10-16,38.5%,115-125,47.9%,0-2,0.0%,11,69.2%,27.1%,6.0%,5.5%,61.4%,66.1%,46.1%,58.4%,40.3%,49.2%,0.97
