Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Sabalenka,97.8,104.2,3.6,106.2,101.1,110,91,86.5,4.2,93.5,84.0,98,79
2024 US Open R64,W vs Jovic,92.1,102.5,4.1,103.9,98.6,110,90,80.4,5.9,88.5,75.4,92,64
2024 US Open R128,W vs Tomova,94.8,103.3,4.0,105.2,100.2,111,92,80.8,4.6,74.7,85.0,89,72
2023 US Open R32,L vs Vondrousova,97.8,101.3,3.7,102.7,101.2,110,96,92.9,2.1,95.0,92.0,97,89
2023 US Open R64,W vs Tsurenko,99.9,103.3,3.9,104.5,103.0,109,90,92.5,3.5,98.0,94.0,98,84
2023 US Open R128,W vs Fernandez,98.4,103.1,5.3,104.9,105.0,113,81,91.1,5.7,92.0,93.0,99,63
2023 Wimbledon R16,L vs Sabalenka,102.0,108.1,3.7,109.2,109.4,114,96,93.7,4.1,96.7,90.7,103,85
2023 Wimbledon R32,W vs Galfi,103.4,109.3,2.6,110.1,109.3,114,103,92.1,4.1,94.0,90.5,99,85
2022 US Open R64,L vs Davis,99.7,103.7,4.1,104.9,103.6,111,90,88.5,4.0,82.0,90.0,95,82
2022 US Open R128,W vs Stearns,97.3,104.2,4.8,106.3,103.0,111,93,88.3,4.6,84.0,91.0,101,83
2021 US Open R64,L vs Rakhimova,99.2,105.5,4.3,106.3,103.4,111,96,87.0,7.2,,87.0,104,77
2021 US Open R128,W vs Errani,98.2,104.8,5.6,110.1,101.0,116,88,87.1,5.2,95.0,84.0,98,75
2019 US Open R64,L vs Zhang,92.0,99.9,8.9,104.6,98.2,110,64,80.8,3.5,76.0,83.3,91,75
2019 US Open R128,W vs Stosur,96.4,104.5,3.7,,,113,97,85.7,6.1,,,100,76
2019 Roland Garros R64,W vs Stosur,97.2,105.6,4.5,,,112,95,88.4,5.9,,,106,80
2018 Wimbledon R128,L vs Azarenka,100.4,108.5,5.3,111.4,104.5,118,95,90.0,7.6,102.3,87.5,107,74
2017 Wimbledon R128,L vs Muguruza,98.6,104.0,4.2,106.7,100.9,109,95,89.5,2.7,,92.0,93,83
2017 Roland Garros R64,L vs Pliskova,97.3,103.9,3.5,105.9,101.4,110,95,88.1,2.7,89.0,90.0,95,83
2017 Australian Open R128,L vs Makarova,100.1,107.0,3.3,108.5,104.8,115,100,91.4,5.0,95.8,,102,79
2016 Wimbledon R128,W vs Ivanovic,100.0,105.7,5.7,102.7,106.9,112,81,91.9,6.1,97.0,,103,81
Career (20 matches),,97.5,104.3,4.6,106.3,102.7,118,64,87.4,4.9,91.8,87.4,107,63
