Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R64,L vs Gibson,36.2%,43.1%,47.1%,47.1%,58.8%,38.9%,37.5%,44.4%,33.3%,23.8%,23.8%,56.3%,10.0%,72.7%,-,47
2026 Abu Dhabi F,L vs Bejlek,14.9%,18.9%,45.0%,11.1%,17.8%,47.5%,55.0%,48.0%,0.0%,23.1%,23.1%,40.0%,50.0%,21.4%,50.0%,21
2026 Abu Dhabi QF,W vs Eala,18.6%,34.3%,51.9%,22.5%,47.5%,61.3%,58.8%,21.7%,50.0%,14.8%,18.5%,39.1%,38.5%,28.6%,66.7%,17
2025 Riyadh Finals RR,L vs Rybakina,38.5%,55.8%,41.4%,51.5%,69.7%,50.0%,66.7%,60.0%,-,18.8%,37.5%,30.8%,40.0%,45.5%,0.0%,63
2025 Tokyo QF,L vs Kenin,23.2%,33.7%,41.4%,27.8%,40.3%,50.0%,47.1%,31.6%,0.0%,10.0%,15.0%,16.7%,0.0%,66.7%,66.7%,-19
2025 Ningbo F,L vs Rybakina,13.7%,25.3%,46.9%,17.2%,28.1%,49.1%,51.6%,33.3%,28.6%,6.7%,20.0%,42.9%,7.7%,23.5%,0.0%,-65
2025 Ningbo SF,W vs Shnaider,22.0%,32.9%,55.2%,23.6%,36.4%,52.4%,50.0%,36.0%,28.6%,23.8%,33.3%,62.5%,25.0%,15.4%,0.0%,94
2025 Wuhan R16,L vs Pegula,25.8%,33.7%,52.6%,33.3%,40.7%,50.0%,34.8%,29.0%,0.0%,19.2%,30.8%,57.1%,6.7%,54.5%,50.0%,46
2025 Wuhan R64,W vs Mboko,26.7%,33.3%,62.2%,31.3%,37.5%,54.5%,47.1%,13.3%,0.0%,28.6%,38.1%,73.3%,11.1%,16.7%,-,128
2025 Seoul F,L vs Swiatek,25.8%,39.2%,57.6%,26.3%,47.4%,66.7%,41.7%,36.4%,50.0%,29.4%,32.4%,41.7%,33.3%,50.0%,0.0%,77
2025 Seoul SF,W vs Siniakova,13.4%,23.9%,52.7%,17.9%,25.6%,37.5%,33.3%,33.3%,0.0%,8.0%,24.0%,73.9%,0.0%,25.0%,-,-36
2025 Seoul R16,W vs Boisson,28.7%,37.9%,62.5%,43.8%,56.3%,74.1%,36.4%,38.5%,40.0%,16.0%,24.0%,47.6%,0.0%,41.7%,33.3%,-1
2025 Monterrey F,L vs Shnaider,30.5%,42.1%,42.1%,50.9%,65.5%,48.1%,55.6%,39.3%,0.0%,3.2%,12.9%,36.7%,9.1%,10.0%,0.0%,-90
2025 Hamburg R32,W vs Vedder,36.8%,55.3%,78.3%,48.0%,68.0%,92.3%,41.7%,61.5%,-,16.7%,33.3%,60.0%,0.0%,57.1%,-,-11
2025 Bad Homburg QF,L vs Swiatek,22.5%,42.3%,56.6%,23.8%,52.4%,62.5%,47.4%,56.5%,100.0%,22.2%,29.6%,47.6%,27.3%,37.5%,100.0%,-21
2025 s Hertogenbosch SF,L vs Mertens,26.2%,43.7%,50.0%,34.0%,64.2%,60.0%,38.1%,25.0%,0.0%,20.5%,25.0%,40.0%,10.5%,48.0%,50.0%,41
2025 Roland Garros R16,L vs Gauff,16.3%,22.4%,36.6%,19.4%,25.0%,41.4%,50.0%,44.4%,60.0%,7.7%,15.4%,25.0%,16.7%,71.4%,100.0%,-104
2025 Stuttgart R16,W vs Andreeva,38.0%,50.0%,41.4%,43.8%,59.4%,38.9%,40.0%,41.2%,-,31.3%,37.5%,45.5%,50.0%,10.0%,0.0%,30
2025 Stuttgart R32,W vs Samsonova,40.0%,46.0%,55.2%,50.0%,55.6%,66.7%,52.9%,36.8%,0.0%,15.4%,23.1%,36.4%,0.0%,37.5%,-,-18
2025 Charleston SF,L vs Pegula,18.7%,29.9%,41.3%,25.0%,38.3%,37.8%,39.4%,37.0%,40.0%,12.5%,22.5%,45.7%,43.8%,58.3%,66.7%,4
Last 52 Weeks (20 matches),,24.8%,36.2%,50.0%,31.1%,45.5%,52.7%,46.3%,37.1%,25.4%,17.4%,25.4%,45.7%,19.4%,38.6%,45.7%,51
Career (97 matches),,25.6%,36.2%,47.6%,33.6%,47.5%,51.3%,44.2%,44.9%,48.2%,17.1%,24.5%,42.7%,24.1%,37.5%,50.5%,44
