Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R64,L vs Gibson,2.8,3.1,2.6,42.4%,47.4%,66.7%,60.0%,44.5%,9.9%,1.0,1.7,-2.5,-3.4
2026 Abu Dhabi F,L vs Bejlek,5.1,5.7,4.3,36.4%,53.6%,64.7%,38.1%,51.7%,5.6%,-4.0,-2.8,-2.0,-1.5
2026 Abu Dhabi QF,W vs Eala,3.9,3.9,4.0,50.6%,69.7%,50.0%,54.5%,57.0%,4.3%,18.0,15.5,11.5,13.4
2025 Riyadh Finals RR,L vs Rybakina,2.5,2.3,2.6,44.0%,42.1%,50.0%,100.0%,49.0%,9.4%,3.0,6.0,0.0,0.0
2025 Tokyo QF,L vs Kenin,3.9,3.6,4.2,51.4%,49.1%,38.9%,30.8%,49.0%,11.0%,9.0,6.6,-1.0,-0.7
2025 Ningbo F,L vs Rybakina,4.0,4.5,3.4,43.2%,40.0%,53.3%,53.8%,55.8%,4.7%,20.5,16.4,5.5,5.4
2025 Ningbo SF,W vs Shnaider,4.0,4.0,4.0,61.6%,55.3%,46.7%,22.2%,57.8%,2.1%,7.5,6.0,2.5,2.7
2025 Wuhan R16,L vs Pegula,3.9,3.7,4.2,44.8%,46.5%,57.9%,62.5%,54.0%,8.3%,-6.0,-3.6,8.5,6.4
2025 Wuhan R64,W vs Mboko,3.7,3.1,4.3,53.3%,57.1%,54.5%,77.8%,54.5%,4.7%,6.5,6.5,-0.5,-0.6
2025 Seoul F,L vs Swiatek,3.1,3.2,3.1,52.2%,56.0%,50.0%,40.0%,48.2%,2.3%,17.0,14.7,5.5,4.3
2025 Seoul SF,W vs Siniakova,4.3,4.7,3.9,46.6%,68.3%,37.5%,77.8%,47.1%,7.4%,12.0,9.3,8.0,5.8
2025 Seoul R16,W vs Boisson,3.9,3.6,4.1,53.5%,42.4%,75.0%,66.7%,54.9%,3.2%,3.5,2.4,-0.5,-0.4
2025 Monterrey F,L vs Shnaider,3.4,3.1,3.8,46.3%,50.0%,31.6%,53.8%,47.3%,2.7%,-4.5,-3.5,3.0,2.1
2025 Hamburg R32,W vs Vedder,3.7,3.1,4.1,66.7%,77.4%,28.6%,66.7%,52.5%,10.4%,17.0,23.6,12.5,20.8
2025 Bad Homburg QF,L vs Swiatek,3.3,3.4,3.1,48.5%,50.0%,40.0%,57.1%,47.4%,11.9%,9.5,11.4,-3.5,-4.0
2025 s Hertogenbosch SF,L vs Mertens,4.0,3.6,4.4,50.8%,43.8%,40.0%,82.4%,46.1%,12.7%,18.0,11.0,0.5,0.3
2025 Roland Garros R16,L vs Gauff,4.9,5.3,4.6,42.6%,42.4%,33.3%,41.2%,38.8%,4.9%,-1.0,-1.0,-7.0,-4.5
2025 Stuttgart R16,W vs Andreeva,2.9,2.8,3.1,58.7%,46.2%,83.3%,33.3%,35.3%,6.5%,2.5,6.3,7.0,9.7
2025 Stuttgart R32,W vs Samsonova,3.1,3.2,3.0,56.6%,50.0%,73.3%,100.0%,50.4%,3.1%,18.0,28.6,2.0,3.2
2025 Charleston SF,L vs Pegula,3.8,3.7,4.0,45.9%,48.4%,62.5%,53.3%,52.3%,12.2%,19.0,11.8,8.5,6.2
Last 52 Weeks (20 matches),,3.7,3.7,3.8,49.4%,51.7%,50.2%,54.6%,50.0%,7.1%,8.3,7.5,2.9,2.7
Career (97 matches),,3.6,3.6,3.7,49.2%,51.1%,51.3%,53.7%,48.8%,5.5%,8.8,8.3,4.9,4.6
