Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),13,2973,23,1877,28,1816,23,1799,13,1775,38,2031,,
2025,10,3375,13,1946,16,1887,12,1833,9,1810,49,1649
2024,28,1848,48,1807,42,1779,77,1671,25,1742,59,1448
2023,21,2035,25,1886,29,1812,34,1765,12,1794,,
2022,19,1910,32,1859,37,1791,31,1783,21,1752,,
2021,34,1736,41,1841,44,1794,59,1712,41,1687,,
2020,33,1775,23,1877,20,1856,55,1696,,,101,887
2019,35,1425,27,1893,25,1863,63,1695,42,1694,94,947
2018,73,803,60,1800,53,1764,69,1671,72,1609,398,132
2017,95,699,87,1724,86,1682,87,1628,76,1606,,
2016,109,596,76,1738,74,1692,134,1541,62,1632,,
2015,311,133,,,,,,,,,,
2014,241,193,,,,,,,,,,
2013,383,113,,,,,,,,,1016,15
2012,781,21,,,,,,,,,,
