Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R64,L vs Gibson,54.1%,52.5%,4.1%,1/2,2.64,11.8%,46.2%,38.9%,5.1%,2.63,22.2%,66.7%,63.6%,3.0%,2.66,0.0%
2026 Abu Dhabi F,L vs Bejlek,72.4%,42.9%,0.0%,0/0,2.35,1.7%,70.7%,41.4%,0.0%,2.39,0.0%,86.7%,46.2%,0.0%,2.28,5.0%
2026 Abu Dhabi QF,W vs Eala,82.5%,61.5%,11.1%,2/5,2.52,23.5%,86.4%,63.2%,2.3%,2.46,34.5%,77.8%,57.1%,33.3%,2.60,9.1%
2025 Riyadh Finals RR,L vs Rybakina,58.7%,45.9%,6.3%,3/1,2.73,6.9%,42.1%,50.0%,5.3%,2.71,12.5%,91.3%,42.9%,8.7%,2.76,0.0%
2025 Tokyo QF,L vs Kenin,78.6%,46.8%,9.2%,2/7,2.65,11.6%,80.0%,39.3%,7.1%,2.67,13.7%,95.5%,66.7%,18.2%,2.59,5.6%
2025 Ningbo F,L vs Rybakina,56.1%,45.9%,21.2%,7/7,2.44,7.4%,40.0%,31.3%,17.5%,2.48,11.3%,91.3%,57.1%,30.4%,2.38,0.0%
2025 Ningbo SF,W vs Shnaider,66.0%,62.9%,1.9%,0/1,2.49,10.7%,70.6%,66.7%,2.9%,2.42,15.0%,68.8%,54.5%,0.0%,2.68,0.0%
2025 Wuhan R16,L vs Pegula,74.5%,50.0%,3.2%,1/2,2.48,19.3%,67.8%,42.5%,1.7%,2.51,27.8%,85.7%,60.0%,5.7%,2.41,4.8%
2025 Wuhan R64,W vs Mboko,75.0%,52.4%,1.8%,0/1,2.12,8.1%,80.0%,58.3%,0.0%,2.08,9.1%,81.8%,44.4%,4.5%,2.17,6.7%
2025 Seoul F,L vs Swiatek,71.3%,46.8%,9.3%,3/7,2.88,14.1%,77.2%,43.2%,3.5%,2.60,22.5%,78.6%,51.5%,19.0%,3.38,0.0%
2025 Seoul SF,W vs Siniakova,78.8%,58.7%,3.8%,3/0,2.58,18.2%,81.5%,59.1%,3.7%,2.42,31.3%,82.6%,57.9%,4.3%,2.80,0.0%
2025 Seoul R16,W vs Boisson,75.0%,47.4%,1.3%,1/0,2.02,4.2%,81.6%,42.5%,2.0%,2.07,7.4%,85.0%,58.8%,0.0%,1.96,0.0%
2025 Monterrey F,L vs Shnaider,60.4%,55.2%,3.1%,2/1,2.38,15.8%,58.2%,59.0%,1.5%,2.47,33.3%,73.1%,47.4%,7.7%,2.30,0.0%
2025 Hamburg R32,W vs Vedder,80.4%,61.0%,0.0%,0/0,2.26,21.7%,80.6%,56.0%,0.0%,2.35,38.5%,100.0%,68.8%,0.0%,2.14,0.0%
2025 Bad Homburg QF,L vs Swiatek,61.0%,46.8%,10.4%,5/3,2.62,12.0%,56.8%,44.0%,4.5%,2.39,17.2%,75.9%,50.0%,20.7%,2.96,4.8%
2025 s Hertogenbosch SF,L vs Mertens,65.0%,51.3%,5.8%,4/3,2.25,12.1%,63.0%,65.2%,4.1%,2.07,25.0%,86.5%,31.3%,10.8%,2.44,0.0%
2025 Roland Garros R16,L vs Gauff,71.2%,44.2%,1.4%,0/1,2.70,4.9%,67.4%,51.7%,2.3%,2.59,6.9%,88.5%,34.8%,0.0%,2.97,0.0%
2025 Stuttgart R16,W vs Andreeva,68.0%,70.6%,6.0%,1/2,1.80,13.8%,54.2%,61.5%,0.0%,1.69,22.2%,87.5%,76.2%,12.5%,1.97,0.0%
2025 Stuttgart R32,W vs Samsonova,62.3%,55.3%,9.8%,1/5,2.59,0.0%,60.0%,55.6%,6.7%,2.98,0.0%,87.0%,55.0%,17.4%,1.95,0.0%
2025 Charleston SF,L vs Pegula,71.7%,63.4%,6.1%,4/2,2.81,11.3%,73.8%,60.4%,6.2%,2.87,17.8%,71.9%,69.6%,6.3%,2.74,2.9%
Last 52 Weeks (20 matches),,69.1%,52.7%,5.9%,44.4%,2.49,11.5%,67.8%,51.7%,4.0%,2.46,17.7%,82.4%,54.1%,10.5%,2.54,2.0%
Career (97 matches),,67.9%,55.4%,6.4%,49.3%,2.47,11.0%,67.7%,54.0%,4.4%,2.45,17.9%,78.4%,57.8%,11.2%,2.50,1.6%
