Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,11,6,5,54.5%,13-8,61.9%,118-105,52.9%,3-3,50.0%,10,91.9%,12.7%,25.9%,5.0%,61.8%,83.7%,56.1%,73.1%,32.5%,51.6%,1.21,QF (2x)
2023,9,5,4,55.6%,12-12,50.0%,124-124,50.0%,3-4,42.9%,9,87.1%,12.4%,21.3%,6.6%,61.8%,83.7%,48.8%,70.3%,30.4%,50.6%,1.03,R16 (2x)
2021,12,7,5,58.3%,20-13,60.6%,182-151,54.7%,2-6,25.0%,12,90.1%,20.9%,20.4%,6.3%,60.0%,81.1%,56.8%,71.4%,37.0%,53.1%,1.29,R16 (4x)
2020,33,23,10,69.7%,57-22,72.2%,454-350,56.5%,13-8,61.9%,32,93.9%,18.0%,22.7%,4.7%,63.6%,82.9%,55.7%,73.0%,35.1%,53.4%,1.30,F (Cincinnati Masters)
2019,35,21,14,60.0%,56-30,65.1%,496-427,53.7%,17-10,63.0%,31,92.9%,14.1%,23.8%,4.6%,62.5%,83.7%,57.7%,73.9%,33.3%,52.8%,1.28,SF (2x)
2018,54,35,19,64.8%,85-43,66.4%,714-603,54.2%,21-11,65.6%,50,91.0%,16.3%,24.3%,5.4%,63.1%,83.0%,56.9%,73.3%,34.3%,52.9%,1.29,F (Stuttgart)
2017,43,29,14,67.4%,69-34,67.0%,583-484,54.6%,16-11,59.3%,40,90.3%,17.9%,18.0%,4.4%,64.1%,79.3%,56.1%,71.0%,35.1%,52.6%,1.21,F (2x)
2016,71,52,19,73.2%,123-55,69.1%,992-811,55.0%,27-14,65.9%,69,90.6%,18.3%,16.0%,4.2%,64.1%,80.0%,55.3%,71.1%,36.1%,53.0%,1.25,W (Brisbane)
2015,49,33,16,67.3%,82-50,62.1%,746-633,54.1%,22-19,53.7%,47,94.0%,12.2%,19.1%,3.6%,63.6%,81.3%,57.7%,72.7%,30.8%,51.8%,1.13,W (St. Petersburg)
2014,69,49,20,71.0%,123-58,68.0%,1025-858,54.4%,39-13,75.0%,67,90.0%,16.3%,20.4%,3.8%,61.4%,82.6%,54.0%,71.6%,33.8%,52.5%,1.19,W (Washington)
2013,67,46,21,68.7%,110-62,64.0%,955-824,53.7%,20-19,51.3%,59,91.5%,15.9%,19.3%,4.0%,62.7%,81.8%,53.2%,71.1%,34.4%,52.1%,1.19,W (2x)
2012,68,46,22,67.6%,111-56,66.5%,968-817,54.2%,27-22,55.1%,63,92.5%,14.9%,20.2%,4.2%,61.7%,82.3%,55.6%,72.1%,33.2%,52.3%,1.19,W (2x)
2011,51,32,19,62.7%,78-49,61.4%,698-629,52.6%,22-12,64.7%,47,88.2%,15.9%,17.2%,2.8%,64.1%,78.9%,52.9%,69.6%,33.5%,51.3%,1.10,W (San Jose)
2010,10,4,6,40.0%,13-18,41.9%,151-171,46.9%,5-1,83.3%,7,84.8%,7.4%,16.0%,4.2%,59.9%,78.5%,45.9%,65.4%,28.3%,47.6%,0.82,QF (Kuala Lumpur)
2009,1,0,1,0.0%,1-2,33.3%,16-17,48.5%,0-1,0.0%,1,93.8%,6.3%,18.2%,2.7%,58.2%,85.9%,45.7%,69.1%,33.0%,51.1%,1.07,R64 (Canada Masters)
Career,583,388,195,66.6%,953-512,65.1%,8222-7004,54.0%,237-154,60.6%,544,91.2%,15.9%,19.8%,4.2%,62.8%,81.5%,55.1%,71.7%,33.9%,52.3%,1.20,
