Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Rotterdam R16,W vs Bublik,21.4%,77.8%,18.5%,63.6%,28.3%,37.0%,66.7%,0.0%,0.0%,0.8%,100.0%,306,227
2024 Rotterdam R32,W vs De Jong,0.0%,-,9.7%,85.7%,21.1%,26.9%,11.1%,10.5%,22.2%,0.0%,-,64,160
2023 Davis Cup Finals QF,W vs Kaukovalta,10.3%,100.0%,9.3%,90.0%,52.4%,57.1%,42.9%,66.7%,50.0%,1.4%,100.0%,133,212
2023 US Open R128,L vs Tsitsipas,14.7%,36.4%,18.1%,55.2%,15.2%,6.8%,18.8%,13.3%,40.0%,0.5%,0.0%,112,109
2023 Wimbledon R64,L vs Paul,49.2%,62.7%,26.6%,60.6%,10.5%,5.9%,0.0%,0.0%,0.0%,0.6%,0.0%,35,105
2023 Wimbledon R128,W vs Novak,7.2%,71.4%,12.1%,70.0%,29.5%,41.3%,23.5%,14.3%,20.0%,2.3%,16.7%,95,141
2023 s Hertogenbosch R32,W vs Kecmanovic,0.0%,-,7.6%,80.0%,44.6%,31.3%,33.3%,36.4%,80.0%,0.6%,0.0%,137,215
2021 Miami R16,L vs Hurkacz,1.1%,100.0%,15.7%,78.1%,23.5%,21.4%,16.7%,12.5%,18.2%,1.1%,0.0%,171,161
2021 Miami R64,W vs Thompson,0.0%,-,3.6%,100.0%,34.3%,47.1%,50.0%,15.8%,40.0%,0.0%,-,91,158
2021 Australian Open R16,L vs Djokovic,0.0%,-,7.4%,55.6%,16.6%,21.7%,21.4%,6.5%,10.0%,0.6%,0.0%,-6,20
2020 Paris SF,L vs Medvedev,10.7%,100.0%,18.1%,80.0%,9.2%,10.7%,20.0%,13.6%,60.0%,0.5%,0.0%,0,19
2020 Cincinnati F,L vs Djokovic,1.6%,0.0%,12.2%,61.1%,23.7%,27.3%,25.0%,9.1%,25.0%,0.0%,-,96,103
2020 Cincinnati SF,W vs Tsitsipas,1.9%,0.0%,8.7%,72.7%,21.1%,23.5%,0.0%,13.0%,28.6%,0.0%,-,45,116
2020 Australian Open QF,L vs Djokovic,3.5%,75.0%,12.2%,57.1%,14.9%,20.0%,11.1%,2.4%,20.0%,0.0%,-,41,55
2020 Australian Open R32,W vs Tsitsipas,15.4%,75.0%,19.2%,82.1%,26.0%,16.1%,41.2%,17.1%,33.3%,0.0%,-,124,128
2019 Paris R32,L vs Thiem,14.7%,80.0%,16.1%,71.4%,21.7%,23.1%,20.0%,3.8%,10.0%,0.0%,-,85,149
2019 Laver Cup RR,L vs Zverev,19.6%,63.6%,24.6%,56.7%,18.4%,7.1%,16.7%,22.2%,0.0%,0.0%,-,-21,61
2019 Laver Cup RR,L vs Nadal,15.5%,44.4%,21.1%,51.6%,17.0%,24.1%,15.4%,3.2%,0.0%,0.9%,0.0%,-1,47
2019 Wimbledon R16,L vs Pella,59.7%,73.2%,35.5%,66.7%,15.5%,14.8%,27.3%,4.2%,10.0%,1.9%,25.0%,-1,51
2019 Wimbledon R32,W vs Opelka,3.3%,100.0%,6.8%,90.9%,30.4%,32.0%,50.0%,7.7%,0.0%,0.0%,-,-7,73
Career (105 matches),,14.9%,68.3%,17.0%,67.4%,18.6%,21.9%,15.8%,9.5%,21.5%,0.4%,16.0%,57,84
