Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,399,269,130,67.4%,646-332,66.1%,5497-4669,54.1%,167-99,62.8%,369,91.3%,15.6%,20.6%,4.5%,62.2%,82.1%,54.7%,71.8%,33.7%,52.3%,1.20
Clay,103,65,38,63.1%,160-100,61.5%,1410-1213,53.8%,29-27,51.8%,96,87.9%,19.4%,14.1%,3.3%,62.0%,77.8%,53.4%,68.5%,36.0%,52.1%,1.15
Grass,81,54,27,66.7%,147-80,64.8%,1315-1122,54.0%,41-28,59.4%,79,93.6%,13.4%,22.9%,4.0%,66.1%,82.8%,58.5%,74.6%,32.5%,52.8%,1.28
Grand Slams,129,92,37,71.3%,300-146,67.3%,2514-2094,54.6%,83-37,69.2%,129,90.9%,17.0%,19.9%,4.3%,63.8%,80.9%,55.5%,71.7%,34.5%,52.7%,1.22
Masters,203,129,74,63.5%,276-169,62.0%,2435-2127,53.4%,58-50,53.7%,192,90.2%,15.9%,17.9%,4.3%,61.5%,80.9%,54.5%,70.7%,33.6%,51.9%,1.15
Other Tours,223,148,75,66.4%,317-169,65.2%,2776-2383,53.8%,90-60,60.0%,214,92.4%,14.6%,21.5%,4.1%,63.3%,82.7%,55.3%,72.7%,33.5%,52.4%,1.22
Best of 5,149,108,41,72.5%,352-164,68.2%,2913-2393,54.9%,87-39,69.0%,131,90.8%,17.3%,20.0%,4.3%,63.7%,80.9%,55.6%,71.7%,34.7%,52.8%,1.23
Best of 3,434,280,154,64.5%,601-348,63.3%,5309-4611,53.5%,150-115,56.6%,413,91.3%,15.2%,19.7%,4.2%,62.4%,81.8%,54.8%,71.7%,33.6%,52.1%,1.19
Finals,23,8,15,34.8%,22-31,41.5%,267-292,47.8%,9-10,47.4%,22,86.3%,9.3%,19.0%,3.1%,64.7%,79.5%,49.5%,68.9%,30.0%,49.3%,0.96
Semi-finals,45,23,22,51.1%,52-48,52.0%,530-522,50.4%,16-16,50.0%,41,89.4%,11.0%,17.9%,3.8%,63.8%,80.7%,49.6%,69.5%,30.4%,50.0%,1.00
Quarter-finals,81,44,37,54.3%,105-93,53.0%,1053-1031,50.5%,33-23,58.9%,80,88.4%,12.0%,18.2%,3.8%,63.5%,79.6%,52.6%,69.7%,31.3%,50.4%,1.04
vs Righties,509,345,164,67.8%,846-433,66.1%,7208-6070,54.3%,208-130,61.5%,475,91.2%,16.3%,20.0%,4.3%,62.7%,81.7%,55.1%,71.8%,34.1%,52.5%,1.21
vs Lefties,74,43,31,58.1%,107-79,57.5%,1014-934,52.1%,29-24,54.7%,69,90.6%,13.3%,18.5%,3.9%,63.6%,80.4%,54.9%,71.1%,32.7%,51.4%,1.13
vs Top 10,108,32,76,29.6%,96-172,35.8%,1346-1537,46.7%,31-49,38.8%,98,85.4%,8.6%,17.3%,3.7%,63.4%,78.7%,48.8%,67.8%,29.3%,48.6%,0.91
