Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Rotterdam R16,W vs Bublik,67.7%,45.5%,0.0%,0/0,-,56.0%,61.0%,56.0%,0.0%,-,76.5%,95.0%,31.6%,0.0%,-,12.5%
2024 Rotterdam R32,W vs De Jong,58.2%,45.7%,0.0%,0/0,1.78,43.5%,48.8%,28.6%,0.0%,1.54,66.7%,78.1%,60.0%,0.0%,2.05,18.2%
2023 Davis Cup Finals QF,W vs Kaukovalta,56.7%,61.8%,0.0%,0/0,2.17,9.1%,38.9%,64.3%,0.0%,1.79,12.5%,83.3%,60.0%,0.0%,3.50,0.0%
2023 US Open R128,L vs Tsitsipas,61.8%,34.0%,0.0%,0/0,1.95,22.2%,55.6%,28.0%,0.0%,2.08,36.4%,84.6%,40.9%,0.0%,1.85,12.5%
2023 Wimbledon R64,L vs Paul,60.0%,41.3%,9.6%,7/5,2.14,5.6%,52.7%,30.8%,2.7%,1.86,5.4%,76.6%,52.8%,21.3%,2.33,5.7%
2023 Wimbledon R128,W vs Novak,72.4%,40.4%,3.3%,2/2,2.04,27.9%,64.3%,40.0%,2.9%,1.79,42.9%,89.8%,40.9%,4.1%,2.38,7.7%
2023 s Hertogenbosch R32,W vs Kecmanovic,70.3%,57.7%,0.0%,0/0,2.13,20.8%,67.3%,51.5%,0.0%,1.82,28.6%,79.2%,68.4%,0.0%,2.55,10.0%
2021 Miami R16,L vs Hurkacz,53.0%,47.2%,3.0%,2/1,2.19,24.2%,47.8%,40.6%,4.5%,2.20,34.3%,72.4%,57.1%,0.0%,2.19,11.1%
2021 Miami R64,W vs Thompson,74.5%,74.3%,0.0%,0/0,-,0.0%,63.3%,73.7%,0.0%,-,0.0%,94.1%,75.0%,0.0%,-,0.0%
2021 Australian Open R16,L vs Djokovic,61.2%,41.9%,4.1%,4/1,2.27,16.0%,54.9%,40.0%,2.4%,2.11,33.3%,80.6%,44.8%,8.3%,2.42,0.0%
2020 Paris SF,L vs Medvedev,64.3%,35.6%,0.0%,0/0,2.45,23.3%,58.8%,33.3%,0.0%,2.27,30.8%,93.8%,40.0%,0.0%,2.74,11.8%
2020 Cincinnati F,L vs Djokovic,67.1%,47.1%,5.3%,3/1,1.95,28.6%,61.5%,41.7%,5.1%,1.91,47.8%,84.4%,51.9%,6.3%,2.00,5.3%
2020 Cincinnati SF,W vs Tsitsipas,67.2%,39.0%,1.6%,1/0,2.28,48.1%,52.8%,42.1%,2.8%,1.81,69.2%,91.7%,36.4%,0.0%,2.71,28.6%
2020 Australian Open QF,L vs Djokovic,56.4%,38.6%,4.0%,0/4,2.32,32.0%,54.5%,22.2%,0.0%,2.07,48.8%,77.8%,66.7%,14.8%,2.57,11.8%
2020 Australian Open R32,W vs Tsitsipas,56.6%,55.0%,0.9%,1/0,2.17,32.7%,51.4%,50.0%,1.4%,1.92,58.3%,72.7%,62.5%,0.0%,2.42,8.0%
2019 Paris R32,L vs Thiem,69.7%,44.6%,0.8%,1/0,2.34,14.0%,66.7%,35.7%,0.0%,1.95,7.7%,81.8%,63.0%,3.0%,2.82,23.5%
2019 Laver Cup RR,L vs Zverev,49.1%,38.5%,9.4%,3/2,1.90,0.0%,51.2%,38.1%,7.3%,1.75,0.0%,62.5%,40.0%,25.0%,2.03,0.0%
2019 Laver Cup RR,L vs Nadal,76.3%,43.1%,2.6%,0/2,2.38,26.2%,75.0%,47.2%,4.2%,2.27,52.9%,81.5%,36.4%,0.0%,2.44,8.0%
2019 Wimbledon R16,L vs Pella,81.0%,38.2%,7.1%,1/11,2.01,43.4%,77.9%,35.8%,7.4%,1.88,65.9%,95.3%,43.9%,7.0%,2.17,17.1%
2019 Wimbledon R32,W vs Opelka,61.4%,63.0%,3.4%,1/2,1.97,9.4%,58.3%,71.4%,1.7%,1.88,9.5%,82.6%,47.4%,8.7%,2.14,9.1%
Career (105 matches),,63.8%,44.5%,3.8%,45.3%,2.09,27.6%,60.2%,40.1%,3.2%,1.95,37.4%,77.7%,51.2%,5.6%,2.24,16.4%
