Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Rotterdam R16,W vs Bublik,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2024 Rotterdam R32,W vs De Jong,36% (4/11),25% (1/4),0/0,9% (1/11),100% (1/1),1/1,1/1,0/0,1/1,0/0
2023 Davis Cup RR,W vs Kaukovalta,40% (4/10),50% (2/4),0/0,0% (0/11),- (0/0),2/2,2/2,1/1,1/1,0/0
2023 US Open R128,L vs Tsitsipas,14% (2/14),50% (1/2),0/4,46% (6/13),17% (1/6),0/1,0/0,0/1,0/0,0/0
2023 Wimbledon R64,L vs Paul,14% (3/22),67% (2/3),2/4,27% (6/22),33% (2/6),1/2,0/0,4/4,0/0,3/3
2023 Wimbledon R128,W vs Novak,25% (5/20),60% (3/5),0/0,5% (1/21),100% (1/1),3/3,2/2,2/2,1/1,0/0
2023 s Hertogenbosch R32,W vs Kecmanovic,44% (4/9),75% (3/4),0/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2021 Miami R16,L vs Hurkacz,13% (2/16),50% (1/2),0/1,40% (6/15),83% (5/6),1/1,1/1,1/1,0/0,0/0
2021 Miami R64,W vs Thompson,86% (6/7),67% (4/6),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2021 Australian Open R16,L vs Djokovic,10% (2/20),50% (1/2),0/3,37% (7/19),57% (4/7),1/1,1/1,0/0,0/0,0/0
2021 Australian Open R32,W vs Fucsovics,35% (7/20),71% (5/7),1/1,10% (2/20),0% (0/2),5/5,2/2,1/2,1/1,0/0
2021 Australian Open R64,W vs Moutet,50% (9/18),67% (6/9),0/0,0% (0/18),- (0/0),5/5,2/2,0/0,1/1,0/0
2020 Paris SF,L vs Medvedev,18% (2/11),50% (1/2),1/2,18% (2/11),0% (0/2),0/0,0/0,1/1,0/0,0/0
2020 US Open R64,L vs Pospisil,9% (2/22),0% (0/2),0/2,20% (4/20),50% (2/4),0/0,0/0,1/1,0/0,0/0
2020 US Open R128,W vs Mayer,46% (6/13),83% (5/6),0/0,0% (0/13),- (0/0),4/4,2/2,0/0,0/0,0/0
2020 Cincinnati F,L vs Djokovic,38% (5/13),60% (3/5),0/3,23% (3/13),0% (0/3),2/3,1/1,2/2,0/0,1/1
2020 Cincinnati SF,W vs Tsitsipas,10% (1/10),100% (1/1),0/0,9% (1/11),100% (1/1),1/1,1/1,2/2,1/1,0/0
2020 Australian Open QF,L vs Djokovic,13% (2/16),0% (0/2),0/1,40% (6/15),67% (4/6),0/0,0/0,1/2,0/0,0/0
2020 Australian Open R16,W vs Cilic,33% (5/15),60% (3/5),0/0,13% (2/16),100% (2/2),2/2,2/2,1/1,1/1,0/0
2020 Australian Open R32,W vs Tsitsipas,12% (2/17),100% (2/2),0/0,0% (0/17),- (0/0),2/2,2/2,3/3,0/0,0/0
2024 (2 matches),,28.6%,50.0%,-,9.5%,100.0%,100.0%,100.0%,-,100.0%,-
2023 (5 matches),,24.0%,61.1%,22.2%,19.5%,33.3%,72.7%,100.0%,87.5%,100.0%,100.0%
2021 (5 matches),,32.1%,65.4%,20.0%,18.8%,60.0%,100.0%,100.0%,66.7%,100.0%,-
2020 (10 matches),,25.4%,69.4%,12.5%,13.4%,52.6%,95.2%,100.0%,91.7%,100.0%,100.0%
2019 (25 matches),,26.2%,48.4%,13.6%,15.0%,52.7%,92.3%,92.0%,89.2%,90.9%,80.0%
Career (435 matches),,27.3%,59.1%,14.5%,17.3%,48.8%,93.3%,93.8%,89.6%,91.8%,87.0%
