Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,238,240,,,,,,,,,,,,
2023,317,165,,,,,,,,,,,,
2021,70,884,99,1690,67,1708,,,,,,,,
2020,14,2580,9,1962,9,1918,9,1874,,,356,135,,
2019,31,1350,19,1898,23,1836,,,10,1831,447,90,,
2018,18,1855,17,1934,18,1877,14,1881,10,1858,,,,
2017,24,1795,14,1970,14,1930,11,1947,8,1895,,,,
2016,3,5450,5,2113,5,2048,6,2030,5,1978,579,90,,
2015,14,2170,8,2033,8,1980,9,1993,14,1846,858,45,,
2014,8,4440,6,2072,6,2019,8,1999,13,1867,575,90,,
2013,11,2860,9,2021,9,1982,12,1914,25,1770,131,540,,
2012,13,2380,14,1964,11,1923,21,1857,22,1792,201,325,,
2011,31,1255,36,1861,34,1821,61,1715,43,1696,369,150,,
2010,156,345,81,1725,73,1690,235,1450,90,1563,349,171,,
2009,373,104,,,,,,,,,425,120,,
2008,915,12,,,,,,,,,513,89,,
2007,1386,2,,,,,,,,,1386,4,,
