Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Rotterdam R16,W vs Bublik,44.4%,66.7%,72.0%,55.9%,48.5%,78.8%,70.6%,67.3%,53.3%,61.1%,50.0%,50.0%,62.5%,75.0%,282
2024 Rotterdam R32,W vs De Jong,54.5%,66.7%,65.2%,61.8%,67.6%,83.8%,91.7%,80.5%,37.5%,66.7%,-,50.0%,59.1%,36.4%,287
2023 Davis Cup Finals QF,W vs Kaukovalta,74.5%,85.1%,81.8%,80.2%,76.5%,85.3%,87.5%,84.4%,64.3%,55.0%,-,75.0%,91.7%,66.7%,37
2023 US Open R128,L vs Tsitsipas,26.2%,42.9%,46.3%,33.7%,45.0%,67.5%,63.6%,60.8%,60.0%,64.0%,83.3%,11.1%,25.0%,34.4%,-18
2023 Wimbledon R64,L vs Paul,43.0%,56.3%,43.8%,48.9%,57.3%,70.8%,50.0%,66.7%,45.5%,67.9%,40.0%,22.2%,37.8%,37.1%,89
2023 Wimbledon R128,W vs Novak,48.8%,67.2%,58.1%,57.2%,59.1%,76.1%,69.4%,71.0%,47.5%,54.2%,100.0%,25.7%,48.6%,42.3%,3
2023 s Hertogenbosch R32,W vs Kecmanovic,45.6%,68.4%,66.7%,55.3%,62.2%,91.9%,78.6%,77.0%,55.6%,63.2%,50.0%,23.1%,38.5%,50.0%,47
2021 Miami R16,L vs Hurkacz,34.6%,53.8%,55.6%,43.1%,41.9%,64.5%,58.3%,56.1%,69.0%,66.7%,33.3%,27.0%,43.2%,51.9%,101
2021 Miami R64,W vs Thompson,51.4%,70.3%,81.3%,59.5%,65.2%,91.3%,87.5%,78.3%,81.8%,33.3%,-,33.3%,41.7%,75.0%,137
2021 Australian Open R16,L vs Djokovic,36.6%,44.7%,46.7%,42.8%,52.0%,61.3%,50.0%,62.3%,64.7%,63.4%,50.0%,13.3%,20.0%,43.6%,16
2020 Paris SF,L vs Medvedev,35.3%,45.6%,46.5%,45.7%,44.7%,59.6%,65.4%,59.8%,85.7%,65.4%,0.0%,15.0%,15.0%,17.6%,-7
2020 Cincinnati F,L vs Djokovic,36.6%,53.5%,45.2%,43.9%,50.0%,67.4%,52.2%,61.3%,59.1%,41.7%,0.0%,13.6%,31.8%,36.8%,14
2020 Cincinnati SF,W vs Tsitsipas,49.2%,64.6%,66.7%,56.3%,65.8%,86.8%,76.9%,77.9%,70.6%,57.1%,-,33.3%,42.9%,57.1%,178
2020 Australian Open QF,L vs Djokovic,31.3%,46.9%,42.1%,38.5%,44.7%,64.5%,47.6%,57.0%,60.5%,57.9%,63.6%,15.0%,27.5%,35.3%,29
2020 Australian Open R32,W vs Tsitsipas,48.5%,62.9%,59.2%,57.2%,61.9%,79.4%,70.8%,75.4%,57.7%,43.2%,-,24.2%,33.3%,48.0%,-35
2019 Paris R32,L vs Thiem,49.5%,64.6%,55.8%,56.9%,59.4%,76.6%,61.5%,70.8%,58.6%,60.0%,0.0%,39.3%,53.6%,47.1%,224
2019 Laver Cup RR,L vs Zverev,46.4%,58.0%,36.1%,51.4%,59.6%,74.5%,36.8%,67.0%,56.5%,54.2%,0.0%,19.0%,23.8%,35.3%,-10
2019 Laver Cup RR,L vs Nadal,36.6%,47.9%,40.5%,41.8%,56.4%,69.2%,52.9%,65.9%,44.4%,52.4%,0.0%,13.8%,24.1%,32.0%,19
2019 Wimbledon R16,L vs Pella,43.8%,60.1%,55.1%,51.6%,57.6%,75.8%,59.5%,69.7%,68.1%,55.8%,50.0%,21.7%,37.0%,50.0%,86
2019 Wimbledon R32,W vs Opelka,53.4%,68.5%,71.9%,62.1%,61.8%,78.2%,81.0%,73.3%,72.0%,53.3%,50.0%,31.3%,43.8%,54.5%,89
Career (105 matches),,40.7%,54.9%,51.7%,48.0%,52.9%,68.9%,58.1%,64.6%,52.4%,51.5%,45.3%,22.5%,35.2%,44.2%,83
