Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R128,L vs Potapova,14,35,0.4,7.4%,18.4%,12,29,0.4,7.0%,17.0%,3.5%,3.5%,0.7,16.8%,25.3%
2026 United Cup RR,L vs Swiatek,4,20,0.2,4.3%,21.7%,4,15,0.3,4.8%,17.9%,3.6%,1.2%,0.8,20.7%,25.0%
2025 US Open R128,W vs Glozman,12,24,0.5,9.8%,19.5%,10,18,0.6,9.0%,16.2%,6.3%,2.7%,0.6,13.8%,22.8%
2025 Wimbledon R128,W vs Jovic,14,12,1.2,14.9%,12.8%,12,8,1.5,14.1%,9.4%,11.8%,2.4%,0.4,10.6%,27.7%
2025 Madrid R128,L vs Raducanu,28,38,0.7,18.2%,24.7%,26,31,0.8,18.6%,22.1%,12.1%,5.0%,0.7,13.0%,17.5%
2025 Rouen SF,L vs Danilovic,19,25,0.8,15.6%,20.5%,17,22,0.8,15.0%,19.5%,8.8%,6.2%,2.2,18.0%,8.2%
2025 Rouen R32,W vs Andreescu,29,40,0.7,14.3%,19.7%,27,34,0.8,14.4%,18.1%,12.8%,1.6%,0.7,15.3%,21.7%
2025 BJK Cup Qualifiers RR,W vs Boulter,11,15,0.7,9.4%,12.8%,10,12,0.8,9.3%,11.2%,8.4%,0.9%,0.5,14.5%,27.4%
2025 BJK Cup Qualifiers RR,W vs Maria,48,31,1.5,25.9%,16.8%,47,24,2.0,27.6%,14.1%,20.0%,7.6%,1.5,17.8%,11.9%
2025 Australian Open R128,W vs Erjavec,22,39,0.6,12.7%,22.5%,19,33,0.6,12.0%,20.9%,8.2%,3.8%,0.5,12.7%,26.0%
2024 BJK Cup Playoffs RR,W vs Zidansek,28,34,0.8,18.3%,22.2%,24,29,0.8,17.4%,21.0%,14.5%,2.9%,1.0,15.0%,14.4%
2024 BJK Cup Playoffs RR,W vs Erjavec,22,37,0.6,14.2%,23.9%,18,34,0.5,12.3%,23.3%,7.5%,4.1%,0.4,8.4%,23.9%
2024 Osaka F,W vs Birrell,18,14,1.3,19.8%,15.4%,13,11,1.2,16.3%,13.8%,15.0%,1.3%,0.1,2.2%,30.8%
2024 Osaka SF,W vs Parry,18,17,1.1,15.0%,14.2%,16,15,1.1,14.7%,13.8%,10.1%,3.7%,0.7,10.8%,16.7%
2024 Osaka QF,W vs Bogdan,28,34,0.8,16.2%,19.7%,24,28,0.9,15.0%,17.5%,10.6%,3.8%,0.6,13.9%,22.5%
2024 Osaka R16,W vs Bronzetti,18,18,1.0,17.5%,17.5%,13,17,0.8,13.5%,17.7%,10.4%,3.1%,0.5,7.8%,15.5%
2024 Osaka R32,W vs Tomova,22,16,1.4,21.6%,15.7%,17,15,1.1,18.9%,16.7%,12.2%,6.7%,0.4,9.8%,25.5%
2024 US Open Q1,L vs Hartono,7,33,0.2,6.3%,29.5%,3,32,0.1,3.0%,31.7%,2.0%,1.0%,0.4,9.8%,24.1%
2022 BJK Cup Playoffs: FRA vs NED RR,L vs Parry,29,35,0.8,13.1%,15.8%,25,24,1.0,12.9%,12.4%,9.8%,3.1%,1.2,18.9%,15.8%
2022 s Hertogenbosch R32,L vs Kalinskaya,20,38,0.5,12.5%,23.8%,18,35,0.5,11.9%,23.2%,6.6%,4.6%,0.9,13.1%,15.0%
Career (23 matches),,448,695,0.6,13.7%,21.2%,388,570,0.7,13.1%,19.3%,9.5%,3.4%,0.6,12.8%,21.6%
