Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,L vs Potapova,67.4%,54.8%,10.9%,4/6,2.46,2.6%,70.9%,48.7%,5.5%,2.45,4.2%,79.3%,65.2%,24.1%,2.48,0.0%
2026 United Cup RR,L vs Swiatek,71.7%,30.3%,8.7%,2/2,2.45,11.8%,67.7%,23.8%,6.5%,2.37,11.5%,80.0%,41.7%,13.3%,2.73,12.5%
2025 US Open R128,W vs Glozman,86.2%,58.0%,0.0%,0/0,2.14,22.7%,88.2%,56.7%,0.0%,2.20,41.7%,100.0%,60.0%,0.0%,2.07,0.0%
2025 Wimbledon R128,W vs Jovic,80.9%,68.4%,4.3%,2/0,2.77,3.6%,76.9%,55.0%,7.7%,2.75,4.5%,90.0%,83.3%,0.0%,2.85,0.0%
2025 Madrid R128,L vs Raducanu,73.0%,53.7%,8.1%,6/0,2.55,15.5%,73.3%,60.6%,4.4%,2.41,20.5%,75.0%,42.9%,14.3%,2.83,5.3%
2025 Rouen SF,L vs Danilovic,85.2%,40.4%,6.6%,1/3,2.47,4.3%,86.4%,39.5%,9.1%,2.50,6.3%,87.5%,42.9%,0.0%,2.39,0.0%
2025 Rouen R32,W vs Andreescu,82.6%,51.1%,3.7%,3/1,2.24,13.6%,82.2%,48.3%,1.4%,2.19,15.2%,85.7%,56.7%,8.6%,2.32,11.5%
2025 BJK Cup Qualifiers RR,W vs Boulter,76.9%,56.0%,4.6%,0/3,2.41,8.8%,73.2%,50.0%,7.3%,2.41,12.5%,90.9%,65.0%,0.0%,2.41,0.0%
2025 BJK Cup Qualifiers RR,W vs Maria,72.7%,50.0%,1.1%,0/1,2.45,97.5%,63.8%,45.9%,0.0%,2.48,100.0%,96.4%,55.6%,3.6%,2.42,93.5%
2025 Australian Open R128,W vs Erjavec,78.5%,56.5%,1.3%,1/0,2.29,7.8%,78.7%,54.1%,2.1%,2.26,14.3%,83.3%,60.0%,0.0%,2.33,0.0%
2024 BJK Cup Playoffs RR,W vs Zidansek,79.7%,50.8%,3.8%,3/0,2.33,11.1%,80.7%,52.2%,0.0%,2.22,13.9%,94.4%,47.1%,16.7%,2.55,5.6%
2024 BJK Cup Playoffs RR,W vs Erjavec,83.3%,54.3%,2.4%,1/1,2.47,19.1%,86.5%,46.9%,2.7%,2.57,27.3%,82.6%,60.5%,2.2%,2.22,0.0%
2024 Osaka SF,W vs Parry,63.8%,59.1%,0.0%,0/0,2.67,81.3%,76.3%,62.1%,0.0%,2.66,88.0%,62.5%,53.3%,0.0%,2.73,57.1%
2024 Osaka F,W vs Birrell,72.3%,79.4%,4.3%,1/1,2.27,0.0%,72.7%,83.3%,3.0%,2.44,0.0%,90.9%,70.0%,9.1%,2.03,0.0%
2024 Osaka QF,W vs Bogdan,78.3%,56.9%,4.8%,3/1,2.48,10.2%,70.0%,57.1%,6.0%,2.60,16.7%,93.8%,56.7%,3.1%,2.30,0.0%
2024 Osaka R16,W vs Bronzetti,78.0%,59.0%,10.0%,2/3,2.81,5.7%,71.0%,45.5%,9.7%,2.76,4.0%,89.5%,76.5%,10.5%,2.92,10.0%
2024 Osaka R32,W vs Tomova,68.6%,60.0%,3.9%,2/0,2.21,25.0%,73.3%,50.0%,0.0%,2.13,36.4%,81.3%,76.9%,12.5%,2.34,7.1%
2024 US Open Q1,L vs Hartono,79.4%,40.0%,1.6%,1/0,2.52,0.0%,80.6%,51.7%,0.0%,2.31,0.0%,87.5%,23.8%,4.2%,2.93,0.0%
2022 BJK Cup Finals RR,L vs Parry,65.0%,44.8%,6.8%,7/0,2.51,71.4%,57.4%,34.3%,1.6%,2.36,88.1%,82.1%,56.3%,15.4%,2.84,32.0%
2022 s Hertogenbosch R32,L vs Kalinskaya,73.8%,47.5%,5.0%,3/1,2.13,13.1%,78.9%,51.1%,0.0%,1.96,17.1%,66.7%,35.7%,19.0%,2.50,5.0%
Last 52 Weeks (9 matches),,77.0%,51.7%,5.3%,52.9%,2.43,25.5%,75.7%,48.1%,4.2%,2.42,28.2%,86.9%,57.8%,8.0%,2.45,20.7%
Career (23 matches),,75.3%,53.6%,4.4%,65.8%,2.41,22.4%,75.7%,52.0%,3.1%,2.39,27.5%,84.3%,56.1%,7.2%,2.46,12.8%
