Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,6,13,31.6%,16-28,36.4%,174-220,44.2%,1-1,50.0%,17,53.6%,37.8%,1.8%,7.6%,59.2%,59.2%,41.0%,51.8%,44.2%,48.0%,0.92
Clay,8,4,4,50.0%,9-10,47.4%,90-84,51.7%,1-1,50.0%,8,61.9%,42.0%,2.6%,7.1%,60.4%,63.0%,42.6%,54.9%,46.3%,50.5%,1.03
Grass,6,3,3,50.0%,7-7,50.0%,64-68,48.5%,2-1,66.7%,6,62.5%,33.8%,2.9%,6.7%,61.0%,62.5%,43.8%,55.2%,41.4%,48.2%,0.92
Grand Slams,6,2,4,33.3%,6-8,42.9%,59-64,48.0%,0-0,-,6,53.3%,42.9%,1.6%,8.8%,58.7%,58.6%,37.5%,49.9%,46.2%,48.0%,0.92
Premiers,4,2,2,50.0%,4-4,50.0%,34-38,47.2%,0-0,-,4,50.0%,44.4%,2.3%,8.6%,56.6%,60.0%,37.5%,50.2%,46.5%,48.3%,0.93
Internationals,15,6,9,40.0%,15-20,42.9%,158-176,47.3%,4-2,66.7%,13,62.3%,36.2%,2.7%,6.5%,61.7%,62.4%,44.8%,55.6%,43.3%,49.5%,0.98
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,60.0%,20.0%,3.3%,4.9%,65.6%,72.5%,28.6%,57.4%,36.1%,46.7%,0.85
Quarter-finals,3,1,2,33.3%,2-4,33.3%,26-32,44.8%,0-1,0.0%,3,48.3%,42.9%,2.8%,6.1%,58.7%,56.2%,36.5%,48.0%,45.2%,46.6%,0.87
vs Righties,29,12,17,41.4%,29-39,42.6%,290-327,47.0%,4-3,57.1%,25,56.9%,37.6%,2.3%,7.5%,59.1%,61.2%,40.8%,52.9%,44.2%,48.5%,0.94
vs Lefties,5,3,2,60.0%,7-5,58.3%,59-54,52.2%,0-0,-,5,66.1%,38.6%,2.0%,6.4%,63.0%,63.0%,48.8%,57.7%,43.8%,50.7%,1.04
vs Top 10,2,0,2,0.0%,1-4,20.0%,16-28,36.4%,0-0,-,1,53.8%,28.6%,1.1%,9.2%,60.9%,62.3%,32.4%,50.6%,40.5%,45.6%,0.82
