Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R128,L vs Potapova,14.3%,18.4%,41.0%,17.2%,22.4%,47.9%,41.4%,27.6%,44.4%,11.8%,14.7%,30.0%,20.0%,31.6%,50.0%,-4
2026 United Cup RR,L vs Swiatek,13.0%,17.4%,54.3%,15.6%,18.8%,55.6%,42.9%,55.6%,25.0%,11.1%,22.2%,50.0%,60.0%,100.0%,-,-36
2025 US Open R128,W vs Glozman,23.1%,29.2%,52.3%,31.4%,37.1%,50.0%,31.3%,63.2%,100.0%,16.7%,25.0%,55.0%,18.2%,61.5%,100.0%,35
2025 Wimbledon R128,W vs Jovic,31.9%,38.3%,64.3%,31.3%,40.6%,63.6%,64.3%,72.2%,100.0%,45.5%,45.5%,66.7%,40.0%,50.0%,-,218
2025 Madrid R128,L vs Raducanu,18.8%,22.5%,51.7%,23.5%,27.5%,56.4%,56.0%,46.2%,75.0%,13.6%,18.2%,42.1%,28.6%,13.3%,-,0
2025 Rouen SF,L vs Danilovic,19.7%,37.7%,50.0%,20.0%,45.0%,65.6%,63.2%,38.1%,0.0%,22.2%,27.8%,14.3%,77.8%,11.1%,0.0%,68
2025 Rouen R32,W vs Andreescu,27.7%,41.5%,56.5%,34.5%,54.5%,55.6%,29.6%,39.3%,100.0%,21.2%,27.3%,57.7%,31.3%,35.3%,-,82
2025 BJK Cup Qualifiers RR,W vs Boulter,28.8%,34.6%,55.9%,31.4%,37.1%,54.2%,33.3%,45.0%,33.3%,28.6%,35.7%,60.0%,28.6%,28.6%,-,109
2025 BJK Cup Qualifiers RR,W vs Maria,8.2%,20.6%,61.0%,10.5%,24.6%,66.7%,31.8%,37.1%,25.0%,6.1%,18.2%,51.6%,21.1%,35.7%,50.0%,-61
2025 Australian Open R128,W vs Erjavec,24.5%,30.9%,52.3%,32.1%,43.4%,52.8%,41.4%,33.3%,50.0%,17.1%,17.1%,51.7%,50.0%,13.0%,20.0%,50
2024 BJK Cup Playoffs RR,W vs Zidansek,18.9%,32.4%,52.7%,22.9%,39.6%,59.5%,33.3%,48.1%,100.0%,14.3%,23.8%,38.9%,54.5%,20.0%,0.0%,14
2024 BJK Cup Playoffs RR,W vs Erjavec,29.6%,42.3%,61.7%,34.0%,48.0%,66.7%,37.5%,42.3%,0.0%,22.2%,33.3%,50.0%,55.6%,22.2%,-,68
2024 Osaka SF,W vs Parry,33.3%,40.7%,51.5%,29.7%,40.5%,50.0%,16.7%,78.9%,0.0%,50.0%,50.0%,57.1%,40.0%,55.6%,-,47
2024 Osaka F,W vs Birrell,20.5%,27.3%,56.3%,33.3%,44.4%,66.7%,28.6%,38.5%,50.0%,0.0%,0.0%,42.9%,33.3%,25.0%,0.0%,-119
2024 Osaka QF,W vs Bogdan,27.8%,35.6%,47.5%,33.3%,46.3%,47.2%,64.0%,37.9%,50.0%,23.3%,23.3%,47.8%,46.7%,26.7%,0.0%,97
2024 Osaka R16,W vs Bronzetti,32.1%,39.6%,54.3%,37.5%,42.5%,56.0%,43.8%,41.7%,100.0%,16.7%,33.3%,50.0%,57.1%,60.0%,-,-11
2024 Osaka R32,W vs Tomova,27.5%,39.2%,61.1%,35.3%,47.1%,54.5%,43.8%,33.3%,-,12.5%,25.0%,71.4%,66.7%,40.0%,0.0%,-33
2024 US Open Q1,L vs Hartono,30.6%,36.7%,33.3%,31.3%,37.5%,31.8%,37.5%,12.5%,50.0%,31.3%,37.5%,36.4%,42.9%,22.2%,0.0%,-33
2022 BJK Cup Finals RR,L vs Parry,20.2%,37.0%,54.8%,22.4%,46.1%,62.7%,25.0%,45.5%,50.0%,21.9%,28.1%,36.0%,40.0%,29.4%,0.0%,69
2022 s Hertogenbosch R32,L vs Kalinskaya,20.0%,36.3%,45.9%,25.5%,45.5%,51.2%,39.3%,25.9%,0.0%,9.1%,18.2%,35.0%,37.5%,0.0%,0.0%,-27
Last 52 Weeks (9 matches),,19.7%,28.3%,53.3%,23.3%,33.9%,57.4%,43.1%,44.9%,50.0%,17.2%,23.7%,45.7%,31.9%,35.6%,58.3%,41
Career (23 matches),,21.9%,30.9%,52.2%,25.9%,37.7%,56.0%,40.3%,40.5%,45.9%,19.4%,24.7%,45.0%,37.8%,27.3%,22.0%,59
