Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R128,L vs Potapova,0.0%,-,6.8%,61.5%,5.9%,14.3%,0.0%,3.3%,18.2%,1.0%,25.0%,-108,-83
2026 United Cup RR,L vs Swiatek,0.0%,-,4.3%,50.0%,7.4%,9.1%,0.0%,1.9%,9.1%,1.2%,0.0%,-127,-82
2025 US Open R128,W vs Glozman,0.0%,-,11.4%,64.3%,12.5%,12.5%,11.1%,7.7%,33.3%,1.6%,25.0%,-19,1
2025 Wimbledon R128,W vs Jovic,0.0%,-,5.3%,80.0%,22.2%,29.4%,0.0%,6.5%,33.3%,2.7%,25.0%,-25,19
2025 Madrid R128,L vs Raducanu,0.0%,-,7.8%,66.7%,17.5%,26.9%,8.3%,8.1%,23.1%,0.7%,50.0%,17,37
2025 Rouen SF,L vs Danilovic,0.0%,-,6.6%,62.5%,21.2%,34.8%,21.4%,13.0%,20.0%,0.8%,0.0%,9,23
2025 Rouen R32,W vs Andreescu,0.0%,-,8.9%,55.6%,17.0%,22.7%,13.3%,2.5%,12.5%,1.3%,40.0%,-15,6
2025 BJK Cup Qualifiers RR,W vs Boulter,0.0%,-,6.0%,71.4%,16.5%,29.4%,0.0%,5.3%,14.3%,0.0%,-,-82,-48
2025 BJK Cup Qualifiers RR,W vs Maria,1.0%,100.0%,25.9%,60.4%,12.4%,19.0%,5.1%,7.6%,30.8%,2.6%,63.6%,-27,-40
2025 Australian Open R128,W vs Erjavec,0.0%,-,6.4%,72.7%,8.7%,19.4%,14.3%,5.8%,12.5%,0.5%,50.0%,-79,-41
2024 BJK Cup Playoffs RR,W vs Zidansek,0.0%,-,11.8%,66.7%,19.9%,19.2%,15.4%,1.3%,16.7%,1.2%,0.0%,6,14
2024 BJK Cup Playoffs RR,W vs Erjavec,0.0%,-,6.5%,60.0%,14.8%,17.9%,26.7%,5.6%,21.4%,0.9%,33.3%,-36,10
2024 Osaka SF,W vs Parry,0.0%,-,8.9%,81.8%,14.3%,11.8%,16.7%,11.4%,66.7%,1.0%,50.0%,17,31
2024 Osaka F,W vs Birrell,0.0%,-,5.5%,100.0%,14.0%,20.0%,0.0%,0.0%,0.0%,1.8%,25.0%,-90,-60
2024 Osaka QF,W vs Bogdan,0.0%,-,5.2%,55.6%,12.6%,23.3%,33.3%,3.1%,6.3%,0.6%,50.0%,-46,-23
2024 Osaka R16,W vs Bronzetti,0.0%,-,5.8%,100.0%,18.6%,27.8%,66.7%,8.1%,40.0%,1.4%,66.7%,-7,24
2024 Osaka R32,W vs Tomova,0.0%,-,6.9%,85.7%,17.4%,25.0%,0.0%,5.6%,20.0%,0.5%,0.0%,-25,2
2024 US Open Q1,L vs Hartono,0.0%,-,0.9%,0.0%,8.1%,7.1%,0.0%,3.3%,20.0%,0.0%,-,58,47
2022 BJK Cup Finals RR,L vs Parry,0.0%,-,10.8%,87.5%,15.0%,14.0%,37.5%,9.3%,28.6%,0.3%,100.0%,-42,-5
2022 s Hertogenbosch R32,L vs Kalinskaya,0.0%,-,10.0%,50.0%,17.2%,30.0%,75.0%,6.1%,25.0%,2.4%,66.7%,53,57
Last 52 Weeks (9 matches),,0.2%,100.0%,10.1%,62.0%,13.9%,21.3%,8.8%,6.2%,21.2%,1.3%,38.2%,-41,-22
Career (23 matches),,0.1%,100.0%,7.9%,67.7%,13.1%,19.6%,15.5%,5.5%,21.0%,1.0%,38.2%,-31,-7
