Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Dubrovnik 125,Clay,R16,119,141,Leyre Romero Gormaz [ESP] d. (6) Lamens,6-3 7-5,0.84,0.0%,10.5%,59.2%,51.1%,29.0%,11/19,1:43
23-Mar-2026,Dubrovnik 125,Clay,R32,119,364,(6) Lamens d. (WC) Yasmine Kabbaj [MAR],6-3 7-6(4),1.11,1.1%,15.7%,58.4%,61.5%,32.4%,10/16,1:59
17-Mar-2026,Miami,Hard,Q1,119,146,Bianca Andreescu [CAN] d. (20) Lamens,4-6 6-1 7-5,0.89,1.2%,7.1%,64.7%,67.3%,46.7%,4/8,2:21
09-Mar-2026,Austin 125 1,Hard,R32,113,88,Kamilla Rakhimova [UZB] d. Lamens,5-7 6-1 6-4,0.84,2.4%,12.9%,58.8%,52.0%,40.0%,5/12,2:29
04-Mar-2026,Indian Wells,Hard,Q1,113,156,Maria Timofeeva [UZB] d. (13) Lamens,6-2 6-2,0.65,3.6%,14.5%,54.5%,50.0%,28.0%,6/12,1:19
16-Feb-2026,Oeiras 125 Indoor 2,Hard,SF,109,133,(5) Daria Snigur [UKR] d. (3) Lamens,6-3 6-3,0.77,0.0%,9.1%,50.9%,42.9%,29.6%,3/10,1:12
16-Feb-2026,Oeiras 125 Indoor 2,Hard,QF,109,153,(3) Lamens d. (8) Viktoriya Tomova [BUL],6-4 6-4,1.30,3.2%,1.6%,63.5%,70.0%,52.2%,1/3,1:29
16-Feb-2026,Oeiras 125 Indoor 2,Hard,R16,109,401,(3) Lamens d. (WC) Angelina Voloshchuk [POR],6-1 6-4,1.37,8.8%,8.8%,56.1%,78.1%,48.0%,4/5,1:13
16-Feb-2026,Oeiras 125 Indoor 2,Hard,R32,109,177,(3) Lamens d. Carole Monnet [FRA],4-6 6-1 6-2,1.39,3.5%,7.0%,62.8%,77.8%,40.6%,7/10,1:46
09-Feb-2026,Oeiras 125 Indoor 1,Hard,QF,111,134,Maja Chwalinska [POL] d. (3) Lamens,6-1 6-2,0.51,0.0%,5.6%,61.1%,40.9%,28.6%,1/6,1:06
09-Feb-2026,Oeiras 125 Indoor 1,Hard,R16,111,154,(3) Lamens d. Iryna Shymanovich [BLR],6-4 6-0,1.43,0.0%,5.9%,58.8%,60.0%,47.6%,4/7,1:16
09-Feb-2026,Oeiras 125 Indoor 1,Hard,R32,111,229,(3) Lamens d. Aliona Bolsova [ESP],6-4 6-2,1.62,0.0%,8.2%,57.1%,82.1%,47.6%,2/4,1:25
01-Feb-2026,Ostrava,Hard,R32,105,71,(6) Caty Mcnally [USA] d. Lamens,6-3 7-5,0.83,2.8%,9.7%,62.5%,53.3%,37.0%,3/9,1:46
19-Jan-2026,Australian Open,Hard,R128,97,55,Anastasia Potapova [RUS] d. Lamens,3-6 7-5 6-2,0.86,2.0%,6.1%,59.2%,55.2%,35.0%,7/14,2:12
12-Jan-2026,Hobart,Hard,Q1,95,78,(7) Ella Seidel [GER] d. Lamens,4-6 6-2 6-2,0.86,0.0%,7.8%,65.6%,59.3%,45.2%,7/12,2:14
05-Jan-2026,United Cup,Hard,RR,97,39,Eva Lys [GER] d. Lamens,6-2 6-2,,,,,,,,
05-Jan-2026,United Cup,Hard,RR,97,2,Iga Swiatek [POL] d. Lamens,6-3 6-2,,,,,,,,
