Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,1,1,0,100.0%,2005,2008,Q3,0,,,,,,,,,,
Roland Garros,2,Clay,2,0,2,0.0%,0,0,0,-,2005,2006,Q1,0,,,,,,,,,,
Wimbledon,3,Grass,4,1,3,25.0%,1,0,1,0.0%,2005,2007,Q2,0,,,,,,,,,,
US Open,5,Hard,7,2,5,28.6%,1,0,1,0.0%,2003,2007,Q2,0,,,,,,,,,,
Tokyo,10,Hard,23,9,14,39.1%,2,0,2,0.0%,1997,2008,R32,0,,,,,,,,,,
Japan Open,9,Hard,14,5,9,35.7%,2,1,1,50.0%,2000,2008,Q3,0,,,,,,,,,,
Seoul,4,Hard,5,1,4,20.0%,0,0,0,-,2004,2009,Q2,0,,,,,,,,,,
Kugayama 4 10K,2,Hard,7,5,2,71.4%,3,2,1,66.7%,1997,1998,SF,0,,,,,,,,,,
Hyderabad,2,Hard,7,4,3,57.1%,4,1,3,25.0%,2004,2005,R32,0,,,,,,,,,,
Pattaya,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2006,2009,Q3,0,,,,,,,,,,
