Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2016 Guadalajara CH R16,W vs Struvay,42.1%,54.4%,57.1%,45.6%,65.5%,79.3%,60.0%,72.4%,54.5%,38.9%,100.0%,21.7%,34.8%,55.6%,78
2014 Napa CH R16,L vs Bolt,32.9%,48.8%,50.9%,40.7%,45.6%,59.6%,54.8%,56.8%,80.0%,22.2%,50.0%,4.3%,26.1%,45.5%,-74
Career (2 matches),,36.7%,51.1%,53.1%,42.7%,52.3%,66.3%,56.1%,62.1%,73.2%,28.9%,66.7%,13.0%,30.4%,50.0%,6
