Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,2,6,25.0%,7-14,33.3%,97-110,46.9%,1-2,33.3%,8,76.7%,16.8%,11.0%,5.6%,50.8%,71.9%,47.9%,60.1%,33.7%,47.4%,0.84
Grass,8,3,5,37.5%,9-12,42.9%,107-106,50.2%,1-2,33.3%,8,85.6%,15.1%,10.2%,3.9%,58.5%,73.3%,55.5%,65.9%,32.3%,49.5%,0.95
Grand Slams,4,2,2,50.0%,8-8,50.0%,84-80,51.2%,1-1,50.0%,4,85.2%,16.0%,11.7%,5.7%,54.9%,74.2%,52.5%,64.4%,32.3%,48.9%,0.91
Masters,4,1,3,25.0%,2-6,25.0%,36-45,44.4%,0-1,0.0%,4,72.5%,17.5%,7.9%,4.1%,54.1%,70.1%,43.4%,57.9%,35.1%,46.9%,0.83
Other Tours,8,2,6,25.0%,6-12,33.3%,84-91,48.0%,1-2,33.3%,8,81.4%,15.1%,10.9%,4.2%,54.5%,72.3%,54.0%,64.0%,32.7%,48.7%,0.91
Best of 5,4,2,2,50.0%,8-8,50.0%,84-80,51.2%,1-1,50.0%,4,85.2%,16.0%,11.7%,5.7%,54.9%,74.2%,52.5%,64.4%,32.3%,48.9%,0.91
Best of 3,12,3,9,25.0%,8-18,30.8%,120-136,46.9%,1-3,25.0%,12,78.6%,15.9%,9.9%,4.2%,54.4%,71.6%,50.5%,62.0%,33.5%,48.1%,0.88
Quarter-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,5.9%,1.5%,48.5%,72.7%,51.4%,61.8%,23.1%,45.0%,0.60
vs Righties,14,4,10,28.6%,14-24,36.8%,184-197,48.3%,2-4,33.3%,14,80.7%,16.0%,10.6%,4.9%,54.4%,72.8%,51.5%,63.1%,33.2%,48.5%,0.90
vs Lefties,2,1,1,50.0%,2-2,50.0%,20-19,51.3%,0-0,-,2,85.0%,15.8%,10.4%,3.7%,56.3%,71.1%,49.2%,61.5%,31.2%,48.0%,0.81
vs Top 10,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,54.5%,27.3%,3.2%,4.8%,52.4%,66.7%,40.0%,54.0%,39.3%,46.8%,0.85
