Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2016 Guadalajara CH R16,W vs Struvay,2.5,2.8,2.2,54.5%,71.4%,50.0%,66.7%,45.0%,1.8%,12.5,29.8,1.0,1.9
2014 Napa CH R16,L vs Bolt,3.1,3.1,3.1,44.4%,55.9%,81.8%,28.6%,52.1%,13.9%,3.5,4.2,2.5,2.9
Career (2 matches),,2.9,3.0,2.8,48.6%,60.4%,70.6%,40.0%,49.8%,9.6%,8.0,12.8,1.8,2.5
