Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,6,3,3,50.0%,4,3,1,75.0%,2016,2018,Q3,2,0.95,15.7%,6.3%,59.1%,79.8%,50.8%,67.9%,30.5%,61.5%,50.0%
Roland Garros,4,Clay,6,2,4,33.3%,1,0,1,0.0%,2015,2018,Q2,1,0.95,5.3%,2.7%,52.0%,69.2%,38.9%,54.7%,43.0%,45.5%,44.4%
Wimbledon,4,Grass,11,7,4,63.6%,3,2,1,66.7%,2015,2018,R64,2,0.89,7.8%,5.4%,60.3%,72.3%,52.9%,64.6%,31.6%,66.7%,46.2%
US Open,6,Hard,10,4,6,40.0%,6,3,3,50.0%,2012,2018,R64,4,0.92,10.5%,7.3%,49.2%,72.5%,50.0%,61.1%,35.7%,50.0%,26.9%
Indian Wells Masters,5,Hard,8,3,5,37.5%,5,3,2,60.0%,2012,2018,R128,8,0.87,8.2%,5.1%,53.6%,69.3%,47.1%,59.0%,35.8%,68.7%,34.7%
s Hertogenbosch,3,Grass,7,4,3,57.1%,8,5,3,62.5%,2016,2018,R32,7,1.08,9.8%,5.4%,58.3%,76.0%,53.5%,66.6%,35.9%,59.4%,31.4%
Houston,3,Clay,4,1,3,25.0%,2,0,2,0.0%,2016,2018,Q2,4,0.95,8.6%,6.7%,59.9%,72.1%,44.4%,61.0%,37.2%,64.9%,31.3%
Memphis,3,Hard,4,1,3,25.0%,2,1,1,50.0%,2014,2016,Q2,4,0.95,7.1%,4.6%,61.7%,69.4%,44.0%,59.7%,38.2%,60.5%,40.7%
Miami Masters,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2016,2018,R128,4,1.10,12.3%,4.0%,52.4%,79.5%,48.3%,64.7%,38.8%,58.8%,30.4%
Newport,2,Grass,4,2,2,50.0%,1,0,1,0.0%,2016,2017,QF,4,1.16,10.5%,2.7%,55.5%,80.3%,58.2%,70.5%,34.4%,62.5%,46.7%
